Stock quote and option quote for SPY on 12/1/25 10:02:20

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
681.65,D,-1.74,681.65,Q,681.67,P,"80 x 1,080","17,935,349",678.81,681.86,678.74

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
146,1.07%,<empty>,1.831,Q,9/19/25,689.70,481.80,"1,024,182,000",1.009

1 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,<empty>,0,10,11,0,0, ,115.69,E,117.91,C,1 DEC 25,565,0,N,.01,N,0,632,"1,058",0,1,.01,B,,
,,<empty>,0,1,1,0,0, ,110.86,E,112.42,E,1 DEC 25,570,0,A,.01,N,0,521,"1,094",0,1,.01,B,,
,,<empty>,0,1,1,0,0, ,105.86,E,107.42,E,1 DEC 25,575,0,A,.01,N,0,262,"1,090",0,2,.01,E,,
,,<empty>,2,10,2,0,0, ,101.57,B,101.77,C,1 DEC 25,580,0,Q,.01,N,0,470,"1,082",0,1,.08,N,,
,,<empty>,1,10,2,0,0, ,96.57,B,96.77,C,1 DEC 25,585,0,X,.01,N,0,508,"1,074",0,1,.01,H,,
,,<empty>,21,10,2,0,0, ,91.57,B,91.77,C,1 DEC 25,590,0,Q,.01,N,0,299,"1,067",0,1,.05,B,,
,,<empty>,72,12,12,0,0, ,86.60,X,86.73,D,1 DEC 25,595,0,X,.01,N,0,425,"1,054",0,1,.02,A,,
,,0,24,2,11,1,81.81,C,80.88,E,82.42,B,1 DEC 25,600,0,A,.01,M,0,"3,238","2,520",0,30,.01,S,,
,,0,4,10,2,1,76.66,Z,76.57,B,76.77,C,1 DEC 25,605,0,Q,.01,M,0,"1,066","1,341",0,1,.02,A,,
,,0,31,12,12,5,71.63,X,71.63,I,71.64,C,1 DEC 25,610,0,A,.01,M,0,"1,169","1,104",0,1,.02,A,,
,,<empty>,3,12,15,0,0, ,66.62,E,66.70,X,1 DEC 25,615,0,A,.01,M,0,"1,822","1,297",0,4,.02,C,,
,,0,43,14,15,5,62.78,C,61.58,E,61.70,M,1 DEC 25,620,0,S,.01,M,0,"2,579","1,304",0,8,.01,A,,
,,0,38,15,15,5,56.80,X,56.60,E,56.64,E,1 DEC 25,625,0,A,.01,N,3,"1,685",986,0,3,.01,D,,
,,4,0,15,15,4,53.67,M,55.51,E,55.59,E,1 DEC 25,626,0,U,.01,N,0,"2,029",982,0,4,.01,E,,
,,<empty>,0,13,15,0,0, ,54.50,E,54.71,E,1 DEC 25,627,0,Q,.01,N,0,"1,829",982,0,29,.01,T,,
,,<empty>,1,12,15,0,0, ,53.61,E,53.69,H,1 DEC 25,628,0,P,.01,C,0,"10,296","1,237",0,2,.29,S,,
,,5,6,12,15,2,50.67,C,52.61,E,52.69,H,1 DEC 25,629,0,U,.01,C,0,"1,557","1,221",0,1,.04,A,,
,,<empty>,14,15,15,0,0, ,51.61,E,51.71,E,1 DEC 25,630,0,P,.01,M,0,"6,635","1,131",0,25,.01,M,,
,,9,5,15,15,1,49.74,C,50.58,E,50.67,E,1 DEC 25,631,0,U,.01,I,0,961,"1,050",0,8,.01,A,,
,,5,5,12,15,1,48.79,C,49.51,E,49.64,M,1 DEC 25,632,0,A,.01,N,0,533,966,0,8,.02,A,,
,,0,8,2,13,1,35.17,B,48.60,H,48.67,B,1 DEC 25,633,0,A,.01,I,0,349,"1,051",0,3,.02,A,,
,,<empty>,4,13,13,0,0, ,47.61,E,47.73,E,1 DEC 25,634,0,S,.01,I,0,199,"1,045",0,5,.02,N,,
,,0,8,14,15,1,35.24,M,46.51,E,46.64,M,1 DEC 25,635,0,U,.01,I,0,"1,000","1,106",0,3,.01,C,,
,,<empty>,9,12,15,0,0, ,45.61,E,45.70,H,1 DEC 25,636,0,U,.01,I,0,"2,203","1,049",0,2,.02,B,,
,,<empty>,4,12,15,0,0, ,44.61,E,44.70,H,1 DEC 25,637,0,C,.01,I,0,"1,064","1,040",0,8,.01,E,,
,,1,0,15,12,1,43.60,C,43.61,I,43.69,E,1 DEC 25,638,0,X,.01,M,0,669,"1,082",0,2,.02,E,,
,,0,50,13,15,20,41.88,A,42.61,E,42.71,E,1 DEC 25,639,0,A,.01,N,0,"1,013",898,0,3,.02,C,,
,,0,25,14,14,2,43.09,W,41.61,M,41.73,M,1 DEC 25,640,0,Q,.01,I,2,"5,621","1,020",0,2,.01,X,,
,,0,24,15,12,1,29.04,C,40.61,X,40.68,E,1 DEC 25,641,0,U,.01,M,0,568,974,0,2,.04,A,,
,,<empty>,11,15,14,0,0, ,39.58,M,39.70,E,1 DEC 25,642,0,Q,.01,N,0,500,886,0,1,.07,E,,
,,<empty>,59,12,15,0,0, ,38.58,E,38.75,M,1 DEC 25,643,0,A,.01,I,0,435,"1,016",0,6,.03,E,,
,,0,39,13,6,1,38.14,A,37.61,B,37.72,E,1 DEC 25,644,0,U,.01,I,0,"3,091","1,068",0,3,.02,A,,
,,0,124,15,13,2,25.64,M,36.58,E,36.74,E,1 DEC 25,645,0,A,.01,I,87,"11,933","1,012",0,87,.01,N,,
,,0,111,15,12,1,36.85,M,35.56,M,35.70,E,1 DEC 25,646,0,Q,.01,N,28,"3,254",866,0,1,.01,C,,
,,0,109,15,15,1,34.76,W,34.61,E,34.70,E,1 DEC 25,647,0,D,.01,I,35,984,"1,004",0,8,.02,A,,
,,<empty>,108,15,12,0,0, ,33.61,X,33.67,E,1 DEC 25,648,0,U,.01,I,1,733,"1,006",0,1,.01,S,,
,,0,392,12,12,1,14.32,U,32.63,I,32.63,H,1 DEC 25,649,0,N,.01,N,0,"1,721",898,0,3,.02,A,,
,,0,450,15,15,3,30.42,X,31.61,E,31.73,E,1 DEC 25,650,0,Q,.01,I,9,"2,986",991,0,4,.01,S,,
,,<empty>,346,15,12,0,0, ,30.61,I,30.73,E,1 DEC 25,651,.01,X,.01,I,0,965,991,13,2,.03,A,,
,,0,293,12,15,2,11.05,N,29.58,E,29.59,D,1 DEC 25,652,0,Q,.01,I,32,650,"1,012",0,8,.01,A,,
,,0,354,12,15,1,15.16,P,28.61,E,28.72,D,1 DEC 25,653,0,D,.01,C,28,"3,669","1,810",0,8,.02,A,,
,,0,499,15,15,1,29.30,B,27.58,E,27.58,E,1 DEC 25,654,0,T,.01,C,78,"1,913","2,007",0,66,.01,J,,
,,1,632,15,15,1,25.83,E,26.58,E,26.70,E,1 DEC 25,655,.01,N,.01,C,7,"1,990","1,260",1,1,.01,C,,
,,0,241,2,14,1,15.77,U,25.58,E,25.70,B,1 DEC 25,656,.01,U,.01,I,3,"2,852","1,100",148,3,.02,I,,
,,0,643,15,15,30,19.85,M,24.63,E,24.70,E,1 DEC 25,657,.01,U,.01,N,95,"1,181","1,240",148,14,.01,B,,
,,0,293,15,15,1,23.77,Z,23.58,E,23.70,E,1 DEC 25,658,0,Z,.01,C,1,743,"1,334",0,1,.01,E,,
,,0,473,15,15,1,23.90,I,22.50,E,22.70,E,1 DEC 25,659,0,D,.01,I,1,915,"1,714",0,1,.02,E,,
,,0,"1,294",15,15,2,23.04,B,21.58,E,21.69,E,1 DEC 25,660,.01,W,.02,W,66,"4,260","2,793",108,15,.02,C,,
,,0,587,15,12,1,20.74,D,20.61,X,20.67,E,1 DEC 25,661,0,S,.01,N,7,"1,424","1,188",0,3,.01,A,,
,,0,"1,770",52,12,1,21.00,X,19.59,C,19.67,T,1 DEC 25,662,.01,N,.02,E,3,"2,602","4,572",324,1,.02,N,,
,,1,"3,002",15,15,1,16.63,B,18.59,E,18.73,E,1 DEC 25,663,.01,N,.02,M,7,"1,439","4,547",344,5,.02,B,,
,,0,"1,742",15,14,1,12.01,C,17.62,M,17.73,E,1 DEC 25,664,.01,W,.02,A,19,"1,688","1,864",940,1,.03,E,,
,,0,"3,347",14,15,1,17.97,W,16.61,E,16.71,M,1 DEC 25,665,.01,W,.02,C,143,"6,182","1,795","1,037",9,.02,A,,
,,0,"1,880",14,12,3,17.42,M,15.62,D,15.70,E,1 DEC 25,666,.01,W,.02,M,219,"1,775","1,646","1,264",6,.03,A,,
,,0,927,150,150,1,15.93,C,14.62,S,14.71,S,1 DEC 25,667,.01,M,.02,I,124,"1,978","1,302","1,298",1,.02,C,,
,,0,"1,623",123,20,1,14.66,A,13.60,P,13.68,S,1 DEC 25,668,.02,W,.03,M,281,"3,151","1,445",910,24,.02,M,,
,,1,"1,255",29,150,1,12.61,A,12.60,S,12.59,S,1 DEC 25,669,.02,I,.03,I,728,"1,870","1,480","1,375",1,.02,B,,
,,16,"2,294",150,150,1,11.67,C,11.61,S,11.73,S,1 DEC 25,670,.03,W,.04,N,200,"9,813","3,613","1,083",2,.04,M,,
,,1,"1,186",150,150,1,8.44,A,10.65,S,10.72,S,1 DEC 25,671,.04,U,.05,M,194,"1,874","1,846",431,25,.04,N,,
,,6,"1,658",150,20,1,9.28,C,9.68,P,9.72,S,1 DEC 25,672,.05,W,.06,M,470,"4,214","2,345",692,1,.05,B,,
,,50,797,106,100,1,8.30,C,8.69,B,8.76,B,1 DEC 25,673,.06,W,.07,W,416,"4,419","1,327","1,476",4,.06,M,,
,,9,"1,286",5,150,5,7.66,A,7.71,S,7.79,Q,1 DEC 25,674,.09,U,.10,M,623,"4,582","2,158",151,4,.10,E,,
,,119,"3,117",75,144,5,6.84,A,6.76,S,6.83,B,1 DEC 25,675,.12,Z,.13,M,"2,199","12,534","2,033",50,1,.12,C,,
,,111,"2,057",102,6,8,5.92,J,5.81,Q,5.85,B,1 DEC 25,676,.16,N,.17,M,"2,508","3,547","1,845",344,6,.17,S,,
,,205,"2,581",6,6,1,4.91,J,4.85,Q,4.92,Q,1 DEC 25,677,.21,W,.22,I,"3,145","7,672","1,053",833,2,.23,A,,
,,663,"1,751",237,20,1,4.07,A,3.93,Q,3.99,E,1 DEC 25,678,.29,W,.30,W,"4,420","6,716",363,689,5,.30,A,,
,,"1,408","2,338",7,7,1,3.04,N,3.08,Q,3.10,Q,1 DEC 25,679,.42,W,.42,D,"5,575","4,295",279,353,1,.42,M,,
,,"5,416","4,594",20,40,1,2.24,A,2.25,C,2.26,Z,1 DEC 25,680,.60,E,.62,E,"5,090","12,613",387,435,4,.61,E,,
,,"9,815","5,448",129,165,5,1.56,J,1.54,C,1.56,N,1 DEC 25,681,.87,C,.90,N,"3,154","10,303",108,435,20,.90,B,,
,,"8,758","4,772",182,124,5,.96,C,.96,U,.99,W,1 DEC 25,682,1.31,N,1.33,W,"1,242","10,062",300,26,25,1.29,C,,
,,"8,231","6,358",276,263,1,.53,A,.54,W,.55,W,1 DEC 25,683,1.87,Q,1.90,S,206,"8,074",170,8,1,1.89,M,,
,,"4,288","6,499",813,664,10,.28,B,.27,W,.28,I,1 DEC 25,684,2.57,N,2.65,N,144,"1,985",133,133,1,2.74,M,,
,,"5,255","9,510","2,039","1,024",1,.14,E,.13,W,.14,M,1 DEC 25,685,3.42,C,3.50,Q,210,"2,559",5,120,10,3.74,I,,
,,"2,248","6,942","2,109","1,084",47,.06,X,.06,D,.07,M,1 DEC 25,686,4.37,S,4.45,S,179,359,150,107,10,4.37,C,,
,,"1,840","5,173","1,929","3,355",8,.04,E,.03,W,.04,C,1 DEC 25,687,5.33,S,5.41,B,7,451,102,150,1,6.93,M,,
,,777,"8,484",869,"1,629",125,.02,E,.01,C,.02,D,1 DEC 25,688,6.33,B,6.40,S,1,172,122,100,1,6.85,M,,
,,55,"11,778","1,165","1,208",2,.01,C,.01,D,.02,I,1 DEC 25,689,7.29,E,7.40,E,0,120,193,193,5,6.03,I,,
,,89,"12,465","2,317",507,1,.01,E,.01,N,.02,M,1 DEC 25,690,8.30,E,8.39,E,10,146,213,157,10,9.96,M,,
,,38,"3,252","4,057",0,16,.01,C,0,A,.01,N,1 DEC 25,691,9.29,B,9.38,Q,0,35,5,68,1,8.11,A,,
,,2,"3,347","1,348",0,1,.01,E,0,S,.01,D,1 DEC 25,692,10.33,P,10.39,S,<empty>,1,146,20,0,0, ,,
,,6,"2,263","4,344",0,1,.01,I,0,I,.01,I,1 DEC 25,693,11.27,E,11.40,E,1,1,213,211,1,12.40,B,,
,,2,901,"1,781",0,1,.01,S,0,S,.01,E,1 DEC 25,694,12.28,E,12.40,E,<empty>,1,203,203,0,0, ,,
,,2,"4,957","1,810",0,1,.01,C,0,U,.01,E,1 DEC 25,695,13.32,S,13.39,S,0,4,150,108,1,12.33,J,,
,,0,"2,374","2,516",0,10,.02,I,0,A,.01,E,1 DEC 25,696,14.34,D,14.40,E,1,0,184,11,1,15.19,B,,
,,0,"1,309","1,143",0,3,.01,E,0,Q,.01,M,1 DEC 25,697,15.31,I,15.38,I,<empty>,0,11,11,0,0, ,,
,,0,861,"2,411",0,2,.01,C,0,U,.01,M,1 DEC 25,698,16.27,H,16.37,H,<empty>,1,11,11,0,0, ,,
,,0,373,"2,525",0,6,.01,M,0,Q,.01,A,1 DEC 25,699,17.16,H,17.58,H,<empty>,0,11,11,0,0, ,,
,,9,"6,210","2,495",0,4,.01,C,0,U,.01,M,1 DEC 25,700,18.16,I,18.37,H,<empty>,3,11,11,0,0, ,,
,,0,242,"3,060",0,1,.03,D,0,W,.01,M,1 DEC 25,701,19.29,X,19.57,H,<empty>,0,11,11,0,0, ,,
,,<empty>,323,"3,537",0,0,0, ,0,Q,.01,M,1 DEC 25,702,20.16,H,20.57,H,<empty>,0,11,11,0,0, ,,
,,0,"2,401","5,198",0,2,.01,M,0,S,.01,M,1 DEC 25,703,21.31,H,21.38,X,<empty>,0,11,11,0,0, ,,
,,0,187,"4,964",0,10,.02,M,0,T,.01,M,1 DEC 25,704,22.39,H,22.44,H,<empty>,0,11,11,0,0, ,,
,,0,774,"5,897",0,4,.01,W,0,I,.01,M,1 DEC 25,705,23.29,H,23.52,H,0,0,11,11,4,24.86,M,,
,,0,497,"6,734",0,30,.01,B,0,C,.01,M,1 DEC 25,706,24.40,H,24.50,H,<empty>,0,11,11,0,0, ,,
,,0,"1,467","6,776",0,2,.01,J,0,C,.01,M,1 DEC 25,707,24.17,C,26.64,C,<empty>,0,10,10,0,0, ,,
,,0,"1,599","6,990",0,1,.02,U,0,T,.01,M,1 DEC 25,708,25.15,Q,27.64,C,<empty>,0,10,5,0,0, ,,
,,0,844,"7,026",0,1,.02,U,0,C,.01,M,1 DEC 25,709,26.15,B,28.64,C,1,0,10,2,1,29.09,C,,
,,0,"1,395","7,094",0,1,.01,N,0,X,.01,M,1 DEC 25,710,27.15,Q,29.64,C,<empty>,0,10,5,0,0, ,,
,,0,564,"1,662",0,95,.01,I,0,Q,.01,M,1 DEC 25,715,32.20,C,34.28,Q,<empty>,0,5,10,0,0, ,,
,,<empty>,49,"1,750",0,0,0, ,0,X,.01,M,1 DEC 25,720,37.56,C,39.12,C,<empty>,0,10,10,0,0, ,,
,,0,100,"1,122",0,1,.04,A,0,Q,.01,I,1 DEC 25,725,42.57,A,44.13,E,<empty>,0,10,1,0,0, ,,
,,0,334,"1,870",0,1,.01,B,0,X,.01,M,1 DEC 25,730,47.57,E,49.14,E,0,0,1,11,2,61.72,C,,
,,0,460,"1,765",0,50,.01,E,0,W,.01,M,1 DEC 25,735,52.56,B,54.15,E,<empty>,0,11,2,0,0, ,,
,,0,402,"1,778",0,94,.02,M,0,N,.01,M,1 DEC 25,740,57.56,B,59.15,E,<empty>,0,11,2,0,0, ,,
,,0,432,"1,814",0,19,.01,I,0,S,.01,M,1 DEC 25,745,62.56,B,64.15,E,<empty>,0,11,2,0,0, ,,
,,1,576,"1,834",0,1,.01,A,0,T,.01,M,1 DEC 25,750,67.57,E,69.14,E,<empty>,0,1,1,0,0, ,,
,,<empty>,459,"1,858",0,0,0, ,0,U,.01,M,1 DEC 25,755,72.57,E,74.13,E,<empty>,0,1,11,0,0, ,,
,,<empty>,317,"1,898",0,0,0, ,0,J,.01,M,1 DEC 25,760,77.56,B,79.13,B,<empty>,0,2,2,0,0, ,,
,,<empty>,574,"1,214",0,0,0, ,0,Z,.01,D,1 DEC 25,765,82.57,E,84.13,E,<empty>,0,1,11,0,0, ,,
,,<empty>,198,"1,924",0,0,0, ,0,X,.01,M,1 DEC 25,770,87.56,B,89.13,B,<empty>,0,2,2,0,0, ,,
,,<empty>,192,"1,950",0,0,0, ,0,Q,.01,M,1 DEC 25,775,92.57,E,94.14,E,<empty>,0,1,11,0,0, ,,
,,0,294,"1,867",0,1,.01,S,0,Q,.01,M,1 DEC 25,780,97.55,E,99.12,C,<empty>,0,10,11,0,0, ,,
,,<empty>,0,"2,008",0,0,0, ,0,J,.01,A,1 DEC 25,785,102.57,E,104.12,C,<empty>,0,10,11,0,0, ,,
,,5,0,"2,300",0,1,.01,M,0,X,.01,M,1 DEC 25,790,107.57,E,109.14,E,<empty>,0,1,11,0,0, ,,
,,0,673,"1,634",0,1,.01,M,0,Q,.01,A,1 DEC 25,795,112.58,E,114.12,C,<empty>,0,10,1,0,0, ,,
,,<empty>,2,"7,980",0,0,0, ,0,A,.01,M,1 DEC 25,800,117.07,E,119.65,E,<empty>,0,11,1,0,0, ,,

2 DEC 25  (1)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,<empty>,1,2,2,0,0, ,180.34,B,183.13,B,2 DEC 25,500,0,J,.01,N,0,314,"1,204",0,7,.02,A,,
,,<empty>,0,10,2,0,0, ,175.35,B,178.13,J,2 DEC 25,505,0,J,.01,N,0,348,"1,158",0,1,.03,T,,
,,<empty>,0,39,20,0,0, ,170.31,A,173.14,A,2 DEC 25,510,0,S,.01,N,<empty>,133,"1,192",0,0,0, ,,
,,<empty>,0,39,6,0,0, ,165.36,T,168.14,A,2 DEC 25,515,0,S,.01,N,0,35,"1,146",0,5,.05,E,,
,,<empty>,0,4,1,0,0, ,160.36,Q,163.13,J,2 DEC 25,520,0,S,.01,N,0,128,"1,176",0,5,.05,A,,
,,<empty>,0,1,8,0,0, ,155.30,J,158.11,N,2 DEC 25,525,0,X,.01,N,0,835,"1,134",0,8,.01,A,,
,,<empty>,0,2,10,0,0, ,150.31,I,153.12,S,2 DEC 25,530,0,Q,.01,N,0,174,"1,163",0,8,.01,A,,
,,<empty>,0,68,8,0,0, ,145.33,T,148.15,C,2 DEC 25,535,0,D,.01,N,0,"1,044","1,118",0,10,.01,B,,
,,<empty>,0,2,2,0,0, ,140.33,T,143.11,B,2 DEC 25,540,0,A,.01,C,<empty>,155,"1,353",0,0,0, ,,
,,<empty>,0,10,2,0,0, ,135.34,N,138.12,I,2 DEC 25,545,0,A,.01,N,0,60,"1,102",0,10,.01,I,,
,,<empty>,0,39,5,0,0, ,130.02,E,133.15,A,2 DEC 25,550,0,N,.01,I,0,570,"1,172",0,1,.05,D,,
,,<empty>,0,6,5,0,0, ,125.31,Q,128.14,T,2 DEC 25,555,0,W,.01,C,0,692,"1,318",0,1,.01,A,,
,,<empty>,0,2,2,0,0, ,120.33,B,123.12,Q,2 DEC 25,560,0,P,.01,I,<empty>,708,"1,156",0,0,0, ,,
,,<empty>,4,10,10,0,0, ,115.36,I,118.15,Q,2 DEC 25,565,0,W,.01,N,0,185,"1,099",0,1,.01,A,,
,,<empty>,2,2,10,0,0, ,110.36,I,113.12,B,2 DEC 25,570,0,P,.01,C,0,300,"1,298",0,1,.02,A,,
,,<empty>,0,2,6,0,0, ,105.37,T,108.14,B,2 DEC 25,575,0,P,.01,I,0,328,"1,120",0,1,.01,A,,
,,<empty>,0,68,50,0,0, ,100.31,C,103.15,C,2 DEC 25,580,0,X,.01,I,0,297,"1,098",0,10,.02,E,,
,,<empty>,5,8,1,0,0, ,95.32,Q,98.12,T,2 DEC 25,585,0,M,.01,N,0,286,"1,018",0,1,.01,A,,
,,<empty>,0,10,1,0,0, ,90.34,J,93.13,I,2 DEC 25,590,0,W,.01,I,0,735,"1,032",0,1,.02,A,,
,,<empty>,8,10,1,0,0, ,85.36,T,88.17,I,2 DEC 25,595,0,P,.01,I,0,"1,689","1,187",0,10,.01,B,,
,,0,5,50,30,1,63.25,E,80.37,E,83.17,C,2 DEC 25,600,0,X,.01,I,0,956,"1,396",0,1,.04,B,,
,,<empty>,0,2,2,0,0, ,75.38,E,78.12,B,2 DEC 25,605,0,N,.01,N,13,"1,610",989,0,5,.01,A,,
,,<empty>,0,30,2,0,0, ,70.32,S,73.15,A,2 DEC 25,610,0,Q,.01,N,13,"3,095",897,0,1,.02,A,,
,,<empty>,9,6,2,0,0, ,65.34,S,68.15,T,2 DEC 25,615,.01,N,.02,C,16,930,"1,214",487,5,.02,A,,
,,10,4,2,21,5,60.40,C,60.33,A,63.14,B,2 DEC 25,620,.01,D,.02,C,5,"1,150","1,210",637,2,.01,B,,
,,5,5,2,31,5,55.01,X,55.36,E,58.16,B,2 DEC 25,625,.01,I,.02,C,0,901,"1,101",700,1,.50,M,,
,,0,4,2,31,4,45.84,B,54.39,E,57.13,B,2 DEC 25,626,.01,I,.02,C,0,609,"1,414","1,050",99,.04,W,,
,,<empty>,1,10,10,0,0, ,53.36,I,56.16,I,2 DEC 25,627,.01,I,.02,I,0,"1,477","1,101",918,6,.02,C,,
,,<empty>,4,2,1,0,0, ,52.36,J,55.16,B,2 DEC 25,628,.01,I,.02,I,6,679,"1,099","1,148",6,.02,P,,
,,<empty>,0,39,54,0,0, ,51.05,C,54.17,A,2 DEC 25,629,.01,I,.02,I,0,849,"1,042",823,47,.58,E,,
,,10,3,1,6,5,51.49,X,50.39,T,53.17,Z,2 DEC 25,630,.01,I,.02,I,0,816,"1,233",816,1,.04,J,,
,,<empty>,4,3,10,0,0, ,49.37,J,52.17,T,2 DEC 25,631,.01,W,.02,N,3,414,"1,048",843,3,.01,A,,
,,<empty>,4,6,2,0,0, ,48.38,B,51.15,J,2 DEC 25,632,.01,I,.02,N,3,601,985,883,3,.02,A,,
,,<empty>,0,2,14,0,0, ,47.40,C,50.14,B,2 DEC 25,633,.01,I,.02,N,9,276,980,953,3,.01,A,,
,,<empty>,2,50,10,0,0, ,46.34,I,49.17,C,2 DEC 25,634,.01,I,.02,N,11,262,996,855,3,.02,A,,
,,<empty>,18,4,54,0,0, ,45.05,C,48.17,T,2 DEC 25,635,.01,I,.02,I,289,"1,102","1,289",880,9,.01,A,,
,,<empty>,21,2,50,0,0, ,44.33,C,47.14,B,2 DEC 25,636,.01,I,.02,N,294,"2,369",961,888,5,.02,B,,
,,<empty>,8,39,10,0,0, ,43.36,I,46.18,A,2 DEC 25,637,.01,N,.02,N,6,331,920,988,3,.01,A,,
,,<empty>,21,2,2,0,0, ,42.39,B,45.14,B,2 DEC 25,638,.01,N,.02,N,43,241,646,"1,039",3,.02,A,,
,,<empty>,7,2,5,0,0, ,41.34,T,44.15,B,2 DEC 25,639,.01,N,.02,N,11,339,627,975,1,.02,M,,
,,<empty>,14,10,2,0,0, ,40.38,B,43.16,I,2 DEC 25,640,.01,N,.02,N,59,"3,426",530,982,3,.01,A,,
,,<empty>,17,3,10,0,0, ,39.36,I,42.15,T,2 DEC 25,641,.02,I,.03,A,18,820,"1,301",462,3,.02,A,,
,,<empty>,17,36,4,0,0, ,38.38,E,41.35,A,2 DEC 25,642,.02,I,.03,C,0,644,"1,489",468,1,.05,S,,
,,0,51,2,10,1,19.54,N,37.36,I,40.17,B,2 DEC 25,643,.02,W,.03,C,38,607,"1,397",482,38,.03,X,,
,,<empty>,13,50,10,0,0, ,36.34,I,39.17,C,2 DEC 25,644,.02,N,.03,I,0,282,"1,069",467,5,.18,N,,
,,0,26,2,1,1,15.96,E,35.37,J,38.15,B,2 DEC 25,645,.02,D,.03,I,60,"4,933","1,049",711,21,.03,B,,
,,<empty>,17,10,10,0,0, ,34.34,A,37.16,T,2 DEC 25,646,.02,I,.03,I,13,998,"1,098",993,3,.02,A,,
,,<empty>,85,20,30,0,0, ,33.40,E,36.08,Q,2 DEC 25,647,.02,I,.03,N,3,670,890,921,3,.03,A,,
,,<empty>,68,20,30,0,0, ,32.40,E,35.08,Q,2 DEC 25,648,.02,I,.03,I,11,556,988,813,10,.03,P,,
,,<empty>,43,20,2,0,0, ,31.42,B,34.08,Q,2 DEC 25,649,.02,I,.03,I,4,588,"1,024",814,3,.03,X,,
,,0,149,20,23,2,31.11,W,31.71,X,31.85,Q,2 DEC 25,650,.02,N,.03,D,13,"5,733",949,908,3,.03,X,,
,,0,36,20,2,22,15.63,H,29.32,A,32.06,Q,2 DEC 25,651,.02,I,.03,N,0,678,577,904,1,.06,A,,
,,<empty>,145,20,12,0,0, ,29.71,M,29.85,Q,2 DEC 25,652,.02,I,.03,D,12,787,559,932,10,.03,B,,
,,4,217,62,2,2,27.17,A,28.72,B,28.97,C,2 DEC 25,653,.03,D,.04,I,0,557,"1,138",518,99,.05,I,,
,,0,103,12,62,1,22.49,E,27.55,C,27.97,D,2 DEC 25,654,.03,N,.04,I,0,970,"1,065",649,2,.05,A,,
