Stock quote and option quote for SPY on 12/1/25 08:51:56

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
680.72,Q,-2.67,680.72,P,680.73,P,280 x 640,"6,454,729",678.81,680.78,678.74

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
40,1.08%,<empty>,1.831,Q,9/19/25,689.70,481.80,"1,024,182,000",1.009

1 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,,
,,<empty>,0,<empty>,1.00,.00,--,130.72,0,100.00%,<empty>,.00,.00,.00,129.33,E,131.47,C,1 DEC 25,550,0,A,.01,I,0,429,0.00%,.00,.00,114.34%,0,0,0.06%,0.00%,.00,-.01,.00,,
,,<empty>,18,<empty>,1.00,.00,--,125.72,0,100.00%,<empty>,.00,.00,.00,124.24,W,126.47,C,1 DEC 25,555,0,A,.01,M,<empty>,422,<empty>,.00,.00,109.37%,0,0,0.06%,0.00%,.00,-.01,.00,,
,,<empty>,1,<empty>,1.00,.00,--,120.72,0,100.00%,<empty>,.00,.00,.00,119.44,E,121.86,E,1 DEC 25,560,0,Q,.01,D,0,475,0.00%,.00,.00,104.43%,0,0,0.06%,0.00%,.00,.00,.00,,
,,<empty>,0,<empty>,1.00,.00,--,115.72,0,100.00%,<empty>,.00,.00,.00,114.40,E,116.85,I,1 DEC 25,565,0,Q,.01,D,0,632,0.00%,.00,.00,99.52%,0,0,0.06%,0.00%,.00,.00,.00,,
,,<empty>,0,<empty>,1.00,.00,--,110.72,0,100.00%,<empty>,.00,.00,.00,109.05,X,111.79,E,1 DEC 25,570,0,A,.01,X,0,521,0.00%,.00,.00,94.65%,0,0,0.07%,0.00%,.00,.00,.00,,
,,<empty>,0,<empty>,1.00,.00,--,105.72,0,100.00%,<empty>,.00,.00,.00,104.18,H,106.47,C,1 DEC 25,575,0,A,.01,D,0,262,0.00%,.00,.00,89.80%,0,0,0.07%,0.00%,.00,-.01,.00,,
,,<empty>,2,<empty>,1.00,.00,--,100.72,0,100.00%,<empty>,.00,.00,.00,99.15,T,101.46,C,1 DEC 25,580,0,Q,.01,D,0,470,0.00%,.00,.00,84.97%,0,0,0.07%,0.00%,.00,.00,.00,,
,,<empty>,1,<empty>,1.00,.00,--,95.72,0,100.00%,<empty>,.00,.00,.00,94.41,B,96.55,E,1 DEC 25,585,0,A,.01,D,0,508,0.00%,.00,.00,80.18%,0,0,0.08%,0.00%,.00,-.01,.00,,
,,<empty>,21,<empty>,1.00,.00,--,90.72,0,100.00%,<empty>,.00,.00,.00,89.41,B,90.94,E,1 DEC 25,590,0,P,.01,D,0,299,0.00%,.00,.00,75.40%,0,0,0.08%,0.00%,.00,.00,.00,,
,,<empty>,72,<empty>,1.00,.00,--,85.72,0,100.00%,<empty>,.00,.00,.00,85.40,I,85.60,I,1 DEC 25,595,0,H,.01,I,0,425,0.00%,.00,.00,70.65%,0,0,0.08%,0.00%,.00,.00,.00,,
,,0,24,0.00%,1.00,.00,--,80.72,0,100.00%,<empty>,.00,.00,.00,79.41,B,81.52,C,1 DEC 25,600,0,U,.01,A,0,"3,238",0.00%,.00,.00,65.91%,0,0,0.09%,0.00%,.00,.00,.00,,
,,0,4,0.00%,1.00,.00,--,75.72,0,100.00%,<empty>,.00,.00,.00,74.41,B,76.63,C,1 DEC 25,605,0,S,.01,A,0,"1,066",0.00%,.00,.00,61.20%,0,0,0.10%,0.00%,.00,.00,.00,,
,,0,31,0.00%,1.00,.00,--,70.72,0,100.00%,<empty>,.00,.00,.00,70.19,E,70.80,E,1 DEC 25,610,0,C,.01,E,0,"1,169",0.00%,.00,.00,56.49%,0,0,0.10%,0.00%,.00,.00,.00,,
,,<empty>,3,<empty>,1.00,.00,--,65.72,0,100.00%,<empty>,.00,.00,.00,65.58,E,65.62,B,1 DEC 25,615,0,Q,.01,E,0,"1,822",0.00%,.00,.00,51.80%,0,0,0.11%,0.00%,.00,.00,.00,,
,,0,43,0.00%,1.00,.00,--,60.72,0,100.00%,<empty>,.00,.00,.00,60.36,H,60.61,C,1 DEC 25,620,0,U,.01,E,0,"2,579",0.00%,.00,.00,47.12%,0,0,0.12%,0.00%,.00,.00,.00,,
,,0,38,0.00%,1.00,.00,--,55.72,0,100.00%,<empty>,.00,.00,.00,55.49,C,55.63,E,1 DEC 25,625,0,T,.01,C,3,"1,685",0.00%,.00,.00,42.45%,0,0,0.13%,0.00%,.00,.00,.00,,
,,<empty>,0,<empty>,1.00,.00,--,54.72,0,100.00%,<empty>,.00,.00,.00,54.24,E,54.56,X,1 DEC 25,626,0,U,.01,I,0,"2,029",0.00%,.00,.00,41.51%,0,0,0.13%,0.00%,.00,.00,.00,,
,,<empty>,0,<empty>,1.00,.00,--,53.72,0,100.00%,<empty>,.00,.00,.00,53.58,E,53.63,E,1 DEC 25,627,0,Q,.01,E,0,"1,829",0.00%,.00,.00,40.57%,0,0,0.13%,0.00%,.00,.00,.00,,
,,<empty>,1,<empty>,1.00,.00,--,52.72,0,100.00%,<empty>,.00,.00,.00,52.24,X,52.62,E,1 DEC 25,628,0,Q,.01,I,0,"10,296",0.00%,.00,.00,39.64%,0,0,0.14%,0.00%,.00,.00,.00,,
,,<empty>,6,<empty>,1.00,.00,--,51.72,0,100.00%,<empty>,.00,.00,.00,51.06,E,51.78,E,1 DEC 25,629,0,Q,.01,M,0,"1,557",0.00%,.00,.00,38.70%,0,0,0.14%,0.00%,.00,.00,.00,,
,,<empty>,14,<empty>,1.00,.00,--,50.72,0,100.00%,<empty>,.00,.00,.00,50.27,E,50.80,H,1 DEC 25,630,0,N,.01,E,0,"6,635",0.00%,.00,.00,37.77%,0,0,0.14%,0.00%,.00,-.01,.00,,
,,2,5,+11.76%,1.00,.00,--,49.72,+5.20,100.00%,<empty>,.00,.00,.00,49.57,A,49.63,E,1 DEC 25,631,0,T,.01,M,0,961,0.00%,.00,.00,36.83%,0,0,0.15%,0.00%,.00,-.01,.00,,
,,1,5,+15.21%,1.00,.00,--,48.72,+6.38,100.00%,<empty>,.00,.00,.00,48.58,E,48.65,E,1 DEC 25,632,0,Q,.01,I,0,533,0.00%,.00,.00,35.90%,0,0,0.15%,0.00%,.00,-.01,.00,,
,,0,8,0.00%,1.00,.00,--,47.72,0,100.00%,<empty>,.00,.00,.00,47.49,E,47.61,E,1 DEC 25,633,0,H,.01,I,0,349,0.00%,.00,.00,34.96%,0,0,0.15%,0.00%,.00,-.01,.00,,
,,<empty>,4,<empty>,1.00,.00,--,46.72,0,100.00%,<empty>,.00,.00,.00,46.20,E,46.48,H,1 DEC 25,634,0,A,.01,M,0,199,0.00%,.00,.00,34.02%,0,0,0.16%,0.00%,.00,-.01,.00,,
,,0,8,0.00%,1.00,.00,--,45.72,0,100.00%,<empty>,.00,.00,.00,45.51,C,45.63,E,1 DEC 25,635,0,T,.01,I,0,"1,000",0.00%,.00,.00,33.08%,0,0,0.16%,0.00%,.00,-.01,.00,,
,,<empty>,9,<empty>,1.00,.00,--,44.72,0,100.00%,<empty>,.00,.00,.00,44.25,E,44.75,E,1 DEC 25,636,0,A,.01,M,0,"2,203",0.00%,.00,.00,32.15%,0,0,0.16%,0.00%,.00,-.01,.00,,
,,<empty>,4,<empty>,1.00,.00,--,43.72,0,100.00%,<empty>,.00,.00,.00,43.53,M,43.66,M,1 DEC 25,637,0,T,.01,M,0,"1,064",0.00%,.00,.00,31.21%,0,0,0.17%,0.00%,.00,-.01,.00,,
,,<empty>,0,<empty>,1.00,.00,--,42.72,0,100.00%,<empty>,.00,.00,.00,42.25,E,42.68,M,1 DEC 25,638,0,J,.01,X,0,669,0.00%,.00,.00,30.27%,0,0,0.17%,0.00%,.00,-.01,.00,,
,,0,50,0.00%,1.00,.00,--,41.72,0,100.00%,<empty>,.00,.00,.00,41.19,E,41.68,C,1 DEC 25,639,0,Q,.01,W,0,"1,013",0.00%,.00,.00,29.33%,0,0,0.18%,0.00%,.00,-.01,.00,,
,,0,25,0.00%,1.00,.00,--,40.72,0,100.00%,<empty>,.00,.00,.00,40.58,E,40.65,E,1 DEC 25,640,0,I,.01,X,2,"5,621",-66.67%,.00,.00,28.38%,0,-.02,0.18%,0.00%,.00,-.01,.00,,
,,0,24,0.00%,1.00,.00,--,39.72,0,100.00%,<empty>,.00,.00,.00,39.20,E,39.81,X,1 DEC 25,641,0,Q,.01,X,0,568,0.00%,.00,.00,27.44%,0,0,0.19%,0.00%,.00,-.01,.00,,
,,<empty>,11,<empty>,1.00,.00,--,38.72,0,100.00%,<empty>,.00,.00,.00,38.58,X,38.75,E,1 DEC 25,642,0,C,.01,W,0,500,0.00%,.00,.00,26.50%,0,0,0.19%,0.00%,.00,-.01,.00,,
,,<empty>,59,<empty>,1.00,.00,--,37.72,0,100.00%,<empty>,.00,.00,.00,37.30,E,37.79,C,1 DEC 25,643,0,U,.01,X,0,435,0.00%,.00,.00,25.55%,0,0,0.20%,0.00%,.00,-.01,.00,,
,,0,39,0.00%,1.00,.00,--,36.72,0,100.00%,<empty>,.00,.00,.00,36.30,E,36.67,X,1 DEC 25,644,0,P,.01,X,0,"3,091",0.00%,.00,.00,24.61%,0,0,0.21%,0.00%,.00,-.01,.00,,
,,0,124,0.00%,1.00,.00,--,35.72,0,100.00%,<empty>,.00,.00,.00,35.53,I,35.69,E,1 DEC 25,645,0,S,.01,X,87,"11,933",-50.00%,.00,.00,23.66%,0,-.01,0.22%,0.00%,.00,-.01,.00,,
,,0,111,0.00%,1.00,.00,--,34.72,0,100.00%,<empty>,.00,.00,.00,34.25,E,34.63,E,1 DEC 25,646,0,S,.01,W,27,"3,254",0.00%,.00,.00,22.71%,0,0,0.22%,0.00%,.00,-.01,.00,,
,,0,109,0.00%,1.00,.00,--,33.72,0,100.00%,<empty>,.00,.00,.00,33.25,E,33.81,E,1 DEC 25,647,0,S,.01,W,35,984,0.00%,.00,.00,21.76%,0,0,0.23%,0.00%,.00,-.01,.00,,
,,<empty>,108,<empty>,1.00,.00,--,32.72,0,100.00%,<empty>,.00,.00,.00,32.58,H,32.72,H,1 DEC 25,648,0,M,.01,W,0,733,0.00%,.00,.00,20.81%,0,0,0.24%,0.00%,.00,-.01,.00,,
,,0,392,0.00%,1.00,.00,--,31.72,0,100.00%,<empty>,.00,.00,.00,31.25,M,31.81,M,1 DEC 25,649,0,H,.01,W,0,"1,721",0.00%,.00,.00,19.85%,0,0,0.25%,0.00%,.00,-.01,.00,,
,,0,450,0.00%,1.00,.00,--,30.72,0,100.00%,<empty>,.00,.00,.00,30.58,H,30.69,E,1 DEC 25,650,.01,N,.01,W,5,"2,986",0.00%,.00,.00,20.34%,0,0,0.48%,0.00%,.00,-.01,.00,,
,,<empty>,346,<empty>,1.00,.00,--,29.72,0,100.00%,<empty>,.00,.00,.00,29.30,E,29.60,B,1 DEC 25,651,.01,X,.02,E,0,965,0.00%,-.01,.00,20.16%,0,0,0.68%,0.00%,.00,-.02,.01,,
,,0,293,0.00%,1.00,.00,--,28.72,0,100.00%,<empty>,.00,.00,.00,28.54,E,28.76,X,1 DEC 25,652,.01,N,.02,E,0,650,0.00%,-.01,.00,19.10%,0,0,0.71%,0.00%,.00,-.02,.01,,
,,0,354,0.00%,1.00,.00,--,27.72,0,100.00%,<empty>,.00,.00,.00,27.25,E,27.78,H,1 DEC 25,653,.01,I,.02,E,0,"3,669",0.00%,-.01,.00,18.03%,0,0,0.75%,0.00%,.00,-.02,.01,,
,,0,499,0.00%,1.00,.00,--,26.72,0,100.00%,<empty>,.00,.00,.00,26.07,E,26.78,H,1 DEC 25,654,.01,I,.02,E,0,"1,913",0.00%,-.01,.00,16.96%,0,0,0.79%,0.00%,.00,-.02,.01,,
,,0,632,0.00%,1.00,.00,--,25.72,0,100.00%,<empty>,.00,.00,.00,25.60,Q,25.66,E,1 DEC 25,655,.01,D,.02,E,6,"1,990",-50.00%,-.01,.00,15.88%,0,-.02,0.84%,0.00%,.00,-.02,.01,,
,,0,241,0.00%,1.00,.00,--,24.72,0,100.00%,<empty>,.00,.00,.00,24.25,E,24.81,H,1 DEC 25,656,.01,W,.02,W,3,"2,852",-33.33%,-.01,.00,14.80%,0,-.01,0.89%,0.00%,.00,-.02,.01,,
,,0,643,0.00%,1.00,.00,--,23.72,0,100.00%,<empty>,.00,.00,.00,23.05,E,23.81,E,1 DEC 25,657,.01,H,.02,W,81,"1,181",-66.67%,-.01,.01,13.71%,0,-.02,0.95%,0.00%,.00,-.02,.01,,
,,0,293,0.00%,1.00,.00,--,22.72,0,100.00%,<empty>,.00,.00,.00,22.25,E,22.54,I,1 DEC 25,658,.01,W,.02,W,0,743,0.00%,-.01,.01,12.61%,0,0,1.03%,0.00%,.00,-.02,.01,,
,,0,473,0.00%,1.00,.00,--,21.72,0,100.00%,<empty>,.00,.00,.00,21.64,D,21.62,H,1 DEC 25,659,.01,W,.02,W,0,915,0.00%,-.01,.01,11.46%,0,0,1.09%,0.00%,.00,-.01,.01,,
,,0,"1,294",0.00%,1.00,.00,--,20.72,0,100.00%,<empty>,.00,.00,.00,20.58,E,20.67,H,1 DEC 25,660,.01,W,.02,W,66,"4,260",-50.00%,-.01,.01,10.36%,0,-.02,1.20%,0.00%,.00,-.01,.01,,
,,0,587,0.00%,1.00,.00,--,19.72,0,100.00%,<empty>,.00,.00,.00,19.60,T,19.63,E,1 DEC 25,661,.01,W,.02,W,1,"1,424",-25.00%,-.01,.01,9.24%,0,-.01,1.33%,0.00%,.00,-.01,.01,,
,,0,"1,770",0.00%,1.00,.00,--,18.72,0,100.00%,<empty>,.00,.00,.00,18.64,T,18.72,I,1 DEC 25,662,.02,W,.03,W,1,"2,602",-25.00%,-.02,.02,8.76%,0,-.01,2.25%,0.00%,.00,-.03,.02,,
,,1,"3,002",-12.79%,1.00,.00,--,17.72,-2.44,100.00%,<empty>,.00,.00,.00,17.56,X,17.75,H,1 DEC 25,663,.02,W,.03,W,2,"1,439",-50.00%,-.02,.02,7.51%,0,-.02,2.56%,0.00%,.00,-.03,.02,,
,,0,"1,742",0.00%,1.00,.00,--,16.72,0,100.00%,<empty>,.00,.00,.00,16.57,D,16.78,X,1 DEC 25,664,.02,W,.03,W,18,"1,688",0.00%,-.03,.03,6.25%,0,0,3.00%,0.00%,.00,-.03,.02,,
,,0,"3,347",0.00%,1.00,.00,--,15.72,0,100.00%,<empty>,.00,.00,.00,15.52,Z,15.65,B,1 DEC 25,665,.03,W,.04,W,24,"6,182",-20.00%,-.05,.05,5.29%,0,-.01,4.68%,0.01%,.00,-.04,.03,,
,,0,"1,880",0.00%,1.00,.00,--,14.72,0,100.00%,<empty>,.00,.00,.00,14.53,S,14.76,E,1 DEC 25,666,.03,W,.04,W,211,"1,775",-16.67%,-.06,.09,3.86%,0,-.01,6.11%,0.01%,.00,-.04,.04,,
,,0,927,0.00%,1.00,.00,--,13.72,0,100.00%,<empty>,.00,.00,.00,13.56,T,13.74,S,1 DEC 25,667,.04,N,.05,N,90,"1,978",0.00%,-.11,.21,2.50%,0,0,10.84%,0.01%,.00,-.05,.06,,
,,0,"1,623",0.00%,1.00,.00,--,12.72,0,100.00%,<empty>,.00,.00,.00,12.54,S,12.67,P,1 DEC 25,668,.05,N,.06,N,125,"3,151",0.00%,-.36,1.70,0.62%,0,0,37.18%,0.01%,-.01,-.06,.13,,
,,0,"1,255",0.00%,1.00,.00,--,11.72,0,0.00%,<empty>,.00,.00,.00,11.59,T,11.68,S,1 DEC 25,669,.07,W,.08,N,12,"1,870",+37.50%,.00,.00,0.19%,0,+.03,100.00%,0.01%,.00,.00,-10.00,,
,,7,"2,294",-17.22%,.90,.06,54.83%,10.72,-2.18,45.40%,<empty>,.00,-.07,.03,10.82,N,10.76,S,1 DEC 25,670,.09,W,.10,N,54,"9,813",-11.11%,-.98,.00,0.19%,0,-.01,100.00%,0.01%,-.02,-1.93,.00,,
,,1,"1,186",-28.66%,.90,.07,52.03%,9.72,-3.39,43.04%,<empty>,.00,-.08,.04,9.76,S,9.83,S,1 DEC 25,671,.11,W,.12,W,68,"1,874",+9.09%,-.98,.00,0.19%,0,+.01,100.00%,0.02%,-.02,-2.93,.00,,
,,0,"1,658",0.00%,.86,.07,50.11%,8.72,0,40.58%,<empty>,.00,-.12,.04,8.81,N,8.87,N,1 DEC 25,672,.15,N,.16,M,93,"4,214",+15.38%,-.98,.00,0.19%,0,+.02,100.00%,0.02%,-.02,-3.93,.00,,
,,12,797,-33.40%,.85,.08,47.05%,7.72,-3.57,37.71%,<empty>,.00,-.13,.05,7.85,Q,7.84,S,1 DEC 25,673,.19,W,.20,W,197,"4,419",+40.00%,-.98,.00,0.19%,0,+.06,100.00%,0.03%,-.02,-4.93,.00,,
,,3,"1,286",-33.84%,.81,.08,45.20%,6.72,-3.11,34.89%,<empty>,.00,-.20,.06,6.93,T,6.91,B,1 DEC 25,674,.25,W,.26,W,313,"4,582",+31.58%,-.98,.00,0.19%,0,+.06,100.00%,0.04%,-.02,-5.93,.00,,
,,46,"3,117",-28.69%,.76,.08,43.38%,5.72,-2.39,31.94%,<empty>,.00,-.30,.07,6.01,S,6.04,E,1 DEC 25,675,.33,N,.34,C,549,"12,534",+59.09%,-.98,.00,0.19%,0,+.13,100.00%,0.05%,-.02,-6.93,.00,,
,,24,"2,057",-32.59%,.71,.09,40.99%,4.72,-2.34,28.60%,<empty>,.00,-.40,.07,5.11,C,5.13,C,1 DEC 25,676,.43,U,.44,M,891,"3,547",+60.71%,-.98,.00,0.19%,0,+.17,100.00%,0.06%,-.02,-7.93,.00,,
,,63,"2,581",-26.59%,.66,.09,38.76%,3.72,-1.55,25.15%,<empty>,.00,-.54,.08,4.26,Q,4.26,C,1 DEC 25,677,.56,I,.58,W,567,"7,672",+68.57%,-.98,.00,0.19%,0,+.24,100.00%,0.08%,-.02,-8.93,.00,,
,,377,"1,751",-37.80%,.59,.09,36.59%,2.72,-2.06,21.59%,<empty>,.00,-.73,.09,3.45,Q,3.45,U,1 DEC 25,678,.75,W,.76,C,849,"6,716",+81.40%,-.98,.00,0.19%,0,+.35,100.00%,0.11%,-.02,-9.93,.00,,
,,552,"2,338",-43.64%,.52,.09,34.29%,1.72,-2.06,17.87%,<empty>,.00,-.96,.09,2.67,W,2.70,N,1 DEC 25,679,.98,N,1.00,W,971,"4,295",+78.95%,-.98,.00,0.19%,0,+.45,100.00%,0.15%,-.02,-10.93,.00,,
,,"1,593","4,594",-50.52%,.44,.09,32.25%,.72,-1.96,14.34%,<empty>,.00,-1.30,.09,2.01,W,2.02,Z,1 DEC 25,680,1.30,Q,1.31,T,990,"12,613",+81.94%,.00,.00,0.20%,0,+.59,100.00%,0.19%,.00,.00,-10.00,,
,,"1,554","5,448",-52.65%,.35,.08,30.15%,0,-1.59,10.89%,<empty>,.00,-1.43,.09,1.42,D,1.43,D,1 DEC 25,681,1.71,N,1.72,D,313,"10,303",+82.98%,-.98,.00,0.19%,.28,+.78,100.00%,0.25%,-.02,-12.65,.00,,
,,"1,829","4,772",-60.52%,.27,.07,28.18%,0,-1.41,7.82%,<empty>,.00,-.94,.08,.94,N,.95,I,1 DEC 25,682,2.23,T,2.28,P,154,"10,062",+81.45%,-.98,.00,0.19%,1.28,+1.01,100.00%,0.33%,-.02,-12.65,.00,,
,,"1,639","6,358",-68.75%,.19,.06,26.57%,0,-1.21,5.38%,<empty>,.00,-.60,.07,.59,W,.60,W,1 DEC 25,683,2.86,D,2.90,Z,56,"8,074",+75.76%,-1.00,.00,0.20%,2.28,+1.25,100.00%,0.42%,.00,.00,-32.80,,
,,759,"6,499",-73.60%,.12,.04,25.03%,0,-.92,3.44%,<empty>,.00,-.35,.06,.34,W,.35,D,1 DEC 25,684,3.65,B,3.65,Q,40,"1,985",+145.71%,-.98,.00,0.19%,3.28,+3.06,100.00%,0.54%,-.02,-12.65,.00,,
,,537,"9,510",-78.57%,.08,.03,23.94%,0,-.66,2.17%,<empty>,.00,-.20,.04,.19,I,.20,N,1 DEC 25,685,4.50,N,4.51,P,32,"2,559",+70.55%,-.98,.00,0.19%,4.28,+1.94,100.00%,0.66%,-.02,-12.65,.00,,
,,881,"6,942",-81.48%,.04,.02,23.02%,0,-.44,1.31%,<empty>,.00,-.11,.03,.10,W,.11,I,1 DEC 25,686,5.39,E,5.46,E,4,359,+97.11%,-.98,.00,0.19%,5.28,+3.36,100.00%,0.80%,-.02,-12.65,.00,,
,,923,"5,173",-85.29%,.03,.01,22.30%,0,-.29,0.78%,<empty>,.00,-.06,.02,.05,N,.06,N,1 DEC 25,687,6.36,B,6.42,S,0,451,0.00%,-1.00,.00,0.19%,6.28,0,100.00%,0.94%,.00,.00,-72.80,,
,,162,"8,484",-85.00%,.02,.01,22.28%,0,-.17,0.54%,<empty>,.00,-.03,.01,.03,N,.04,N,1 DEC 25,688,7.32,B,7.35,P,0,172,0.00%,-.98,.00,0.20%,7.28,0,100.00%,1.08%,-.02,-12.65,.00,,
,,7,"11,778",-91.67%,.01,.00,22.56%,0,-.11,0.42%,<empty>,.00,-.02,.01,.02,W,.03,W,1 DEC 25,689,8.32,S,8.38,B,0,120,0.00%,-1.00,.00,0.19%,8.28,0,100.00%,1.23%,.00,.00,-92.80,,
,,44,"12,465",-75.00%,.01,.00,22.49%,0,-.06,0.28%,<empty>,.00,-.02,.01,.01,W,.02,W,1 DEC 25,690,9.33,S,9.33,Q,0,146,0.00%,-.98,.00,0.19%,9.28,0,100.00%,1.37%,-.02,-12.65,.00,,
,,2,"3,252",-60.00%,.01,.00,23.59%,0,-.03,0.29%,<empty>,.00,-.02,.01,.01,W,.02,E,1 DEC 25,691,10.26,B,10.50,T,0,35,0.00%,-1.00,.00,0.19%,10.28,0,100.00%,1.53%,.00,.00,-112.80,,
,,0,"3,347",0.00%,.00,.00,22.19%,0,0,0.11%,<empty>,.00,.00,.00,0,U,.01,W,1 DEC 25,692,11.30,E,11.37,S,<empty>,1,<empty>,-.98,.00,0.20%,11.28,0,100.00%,1.67%,-.02,-12.65,.00,,
,,2,"2,263",-66.67%,.00,.00,23.14%,0,-.02,0.11%,<empty>,.00,.00,.00,0,I,.01,X,1 DEC 25,693,12.29,E,12.36,E,1,1,<empty>,-.98,.00,0.19%,12.28,<empty>,100.00%,1.81%,-.02,-12.65,.00,,
,,2,901,-50.00%,.00,.00,24.08%,0,-.01,0.11%,<empty>,.00,.00,.00,0,N,.01,W,1 DEC 25,694,13.28,S,13.37,S,<empty>,1,<empty>,-.98,.00,0.19%,13.28,0,100.00%,1.96%,-.02,-12.65,.00,,
,,0,"4,957",0.00%,.00,.00,25.02%,0,0,0.11%,<empty>,.00,.00,.00,0,C,.01,X,1 DEC 25,695,14.34,S,14.76,E,0,4,0.00%,-.98,.00,0.19%,14.28,0,100.00%,2.14%,-.02,-12.65,.00,,
,,0,"2,374",0.00%,.00,.00,25.95%,0,0,0.12%,<empty>,.00,.00,.00,0,U,.01,X,1 DEC 25,696,15.21,E,15.72,E,<empty>,0,<empty>,-.98,.00,0.19%,15.28,0,100.00%,2.27%,-.02,-12.65,.00,,
,,0,"1,309",0.00%,.00,.00,26.87%,0,0,0.12%,<empty>,.00,.00,.00,0,J,.01,X,1 DEC 25,697,16.33,B,16.72,X,<empty>,0,<empty>,-.98,.00,0.19%,16.28,0,100.00%,2.43%,-.02,-12.65,.00,,
,,0,861,0.00%,.00,.00,27.78%,0,0,0.12%,<empty>,.00,.00,.00,0,H,.01,X,1 DEC 25,698,17.21,H,17.81,H,<empty>,1,<empty>,-.98,.00,0.19%,17.28,0,100.00%,2.57%,-.02,-12.65,.00,,
,,0,373,0.00%,.00,.00,28.68%,0,0,0.12%,<empty>,.00,.00,.00,0,A,.01,C,1 DEC 25,699,18.27,I,18.72,I,<empty>,0,<empty>,-.98,.00,0.19%,18.28,0,100.00%,2.72%,-.02,-12.65,.00,,
