Stock quote and option quote for SPY on 12/1/25 10:45:45

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
682.0501,D,-1.3399,682.05,Q,682.06,Q,360 x 120,"21,192,991",678.81,682.31,678.74

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
1000,1.07%,<empty>,1.831,Q,9/19/25,689.70,481.80,"1,024,182,000",1.009

1 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,22,5,17,17,1,50.58,E,50.94,M,51.04,M,1 DEC 25,631,0,A,.01,C,0,961,"1,411",0,8,.01,A,,
,,16,5,16,18,1,49.63,E,50.03,E,50.05,E,1 DEC 25,632,0,U,.01,C,0,533,"1,391",0,8,.02,A,,
,,0,8,18,18,1,35.17,B,48.94,E,49.05,E,1 DEC 25,633,0,D,.01,D,0,349,944,0,3,.02,A,,
,,<empty>,4,18,18,0,0, ,47.94,E,48.05,E,1 DEC 25,634,0,S,.01,M,0,199,"1,169",0,5,.02,N,,
,,0,8,16,16,1,35.24,M,46.94,H,47.05,E,1 DEC 25,635,0,S,.01,M,0,"1,000","1,271",0,3,.01,C,,
,,<empty>,9,17,18,0,0, ,45.94,E,46.03,M,1 DEC 25,636,0,A,.01,M,0,"2,203","1,240",0,2,.02,B,,
,,<empty>,4,16,18,0,0, ,44.96,E,45.08,E,1 DEC 25,637,0,Q,.01,M,0,"1,064","1,115",0,8,.01,E,,
,,1,0,15,18,1,43.60,C,43.94,E,44.05,M,1 DEC 25,638,0,H,.01,I,0,669,"1,201",0,2,.02,E,,
,,0,50,26,18,20,41.88,A,42.96,E,43.08,E,1 DEC 25,639,0,U,.01,M,0,"1,013","1,224",0,3,.02,C,,
,,0,25,26,17,2,43.09,W,41.97,E,42.08,E,1 DEC 25,640,0,U,.01,I,2,"5,621","1,156",0,2,.01,X,,
,,0,24,16,16,1,29.04,C,40.94,H,41.15,E,1 DEC 25,641,0,E,.01,C,0,568,"1,237",0,2,.04,A,,
,,<empty>,11,16,18,0,0, ,39.94,E,40.07,E,1 DEC 25,642,0,Q,.01,D,0,500,989,0,1,.07,E,,
,,<empty>,59,140,16,0,0, ,38.96,E,39.15,C,1 DEC 25,643,0,U,.01,I,0,435,"1,125",0,6,.03,E,,
,,0,39,16,17,1,38.14,A,37.94,M,38.07,E,1 DEC 25,644,0,E,.01,I,0,"3,091","1,092",0,3,.02,A,,
,,0,124,15,17,2,25.64,M,37.03,M,37.05,I,1 DEC 25,645,0,A,.01,C,87,"11,933","1,191",0,87,.01,N,,
,,0,111,15,18,1,36.85,M,35.94,E,36.05,E,1 DEC 25,646,0,N,.01,I,28,"3,254","1,070",0,1,.01,C,,
,,0,109,15,17,1,34.76,W,34.97,E,35.05,E,1 DEC 25,647,0,E,.01,D,35,984,954,0,8,.02,A,,
,,<empty>,108,15,15,0,0, ,33.99,M,34.05,I,1 DEC 25,648,0,Q,.01,M,1,733,973,0,1,.01,S,,
,,0,392,16,15,1,14.32,U,33.01,X,33.07,E,1 DEC 25,649,0,N,.01,D,0,"1,721",965,0,3,.02,A,,
,,0,450,15,25,3,30.42,X,31.94,C,32.05,H,1 DEC 25,650,0,Q,.01,D,9,"2,986","1,141",0,4,.01,S,,
,,<empty>,346,15,15,0,0, ,31.01,C,31.05,H,1 DEC 25,651,0,A,.01,I,0,965,"1,070",0,2,.03,A,,
,,0,293,15,17,2,11.05,N,29.97,E,30.05,H,1 DEC 25,652,0,Q,.01,C,32,650,"4,653",0,8,.01,A,,
,,0,354,18,2,1,15.16,P,29.04,M,29.15,E,1 DEC 25,653,0,U,.01,X,28,"3,669","6,222",0,8,.02,A,,
,,1,499,17,15,1,27.32,M,28.04,D,28.15,E,1 DEC 25,654,0,T,.01,X,78,"1,913","6,152",0,66,.01,J,,
,,1,632,18,15,1,25.83,E,27.01,C,27.15,E,1 DEC 25,655,0,Q,.01,X,7,"1,990","4,396",0,1,.01,C,,
,,0,241,26,18,1,15.77,U,25.94,E,26.08,E,1 DEC 25,656,0,U,.01,W,3,"2,852","5,165",0,3,.02,I,,
,,0,643,15,18,30,19.85,M,24.96,E,25.05,H,1 DEC 25,657,0,Q,.01,X,95,"1,181","5,685",0,14,.01,B,,
,,0,293,28,18,1,23.77,Z,23.96,E,24.18,E,1 DEC 25,658,0,Q,.01,W,1,743,"5,051",0,1,.01,E,,
,,0,473,18,28,1,23.90,I,22.94,E,23.15,E,1 DEC 25,659,0,D,.01,X,41,915,"5,687",0,8,.01,A,,
,,0,"1,294",15,25,2,23.04,B,21.94,C,22.09,X,1 DEC 25,660,0,S,.01,X,239,"4,260","5,401",0,1,.01,E,,
,,0,587,18,13,1,20.74,D,21.12,C,21.09,E,1 DEC 25,661,0,U,.01,X,30,"1,424","5,111",0,2,.01,B,,
,,0,"1,770",18,18,1,21.00,X,20.03,E,20.15,E,1 DEC 25,662,.01,N,.01,W,18,"2,602","4,751",1,10,.01,A,,
,,1,"3,002",15,15,1,16.63,B,18.97,H,19.05,H,1 DEC 25,663,.01,N,.02,E,17,"1,439","5,434",31,10,.01,A,,
,,0,"1,742",18,17,1,12.01,C,17.94,M,18.05,E,1 DEC 25,664,.01,Z,.02,E,19,"1,688","5,171","5,000",1,.03,E,,
,,1,"3,347",16,16,1,15.97,A,17.04,H,17.05,E,1 DEC 25,665,.01,N,.02,E,144,"6,182","4,865",276,1,.01,E,,
,,0,"1,880",100,18,3,17.42,M,16.02,E,16.08,T,1 DEC 25,666,.01,N,.02,W,282,"1,775","4,713",755,22,.02,E,,
,,1,927,18,18,1,13.92,D,15.02,E,15.05,E,1 DEC 25,667,.01,W,.02,W,185,"1,978","5,180",665,1,.01,C,,
,,0,"1,623",150,150,1,14.66,A,14.07,S,14.16,S,1 DEC 25,668,.01,W,.02,W,283,"3,151","4,719","1,809",1,.01,A,,
,,1,"1,255",20,20,1,12.61,A,13.05,P,13.15,P,1 DEC 25,669,.01,W,.02,W,794,"1,870","4,773","1,791",10,.01,B,,
,,18,"2,294",20,20,1,12.32,M,12.05,P,12.16,P,1 DEC 25,670,.01,W,.02,N,254,"9,813","3,991","3,622",3,.02,B,,
,,6,"1,186",21,150,2,9.99,I,10.98,S,11.08,S,1 DEC 25,671,.02,W,.03,W,210,"1,874","3,952","1,001",4,.04,A,,
,,6,"1,658",121,150,1,9.28,C,10.03,S,10.09,S,1 DEC 25,672,.02,W,.03,N,902,"4,214","3,177","1,983",1,.02,E,,
,,50,797,150,150,1,8.30,C,9.00,S,9.08,S,1 DEC 25,673,.03,W,.04,N,695,"4,419","3,456","1,817",10,.03,J,,
,,11,"1,286",150,5,1,7.34,N,8.02,Q,8.07,S,1 DEC 25,674,.04,W,.05,N,788,"4,582","3,560","1,239",1,.05,B,,
,,141,"3,117",15,100,5,6.20,A,7.05,N,7.11,E,1 DEC 25,675,.05,N,.06,W,"2,922","12,534","5,455","3,246",2,.05,A,,
,,177,"2,057",100,150,10,5.66,M,6.08,S,6.09,N,1 DEC 25,676,.07,W,.08,W,"2,839","3,547","1,613","1,931",1,.08,C,,
,,313,"2,581",138,29,1,5.37,I,5.11,B,5.17,S,1 DEC 25,677,.10,I,.11,W,"3,984","7,672",934,"2,513",1,.11,C,,
,,766,"1,751",170,152,10,4.41,I,4.17,C,4.20,S,1 DEC 25,678,.15,W,.16,W,"5,539","6,716","1,479","1,108",1,.15,E,,
,,"1,574","2,338",281,164,1,3.33,M,3.23,C,3.27,C,1 DEC 25,679,.23,W,.24,W,"7,583","4,295",985,712,2,.23,C,,
,,"6,403","4,594",246,20,1,2.38,A,2.39,N,2.42,C,1 DEC 25,680,.36,I,.37,W,"8,911","12,613",502,335,1,.36,C,,
,,"13,700","5,448",46,291,4,1.62,B,1.60,W,1.62,I,1 DEC 25,681,.58,I,.59,H,"5,290","10,303",511,257,5,.58,A,,
,,"14,873","4,772",323,308,1,.96,N,.97,C,.98,I,1 DEC 25,682,.94,I,.95,C,"2,302","10,062",327,189,1,.96,A,,
,,"10,216","6,358",219,226,10,.50,A,.50,N,.51,D,1 DEC 25,683,1.45,E,1.48,U,399,"8,074",25,288,5,1.46,M,,
,,"5,945","6,499",403,624,5,.22,M,.22,W,.23,I,1 DEC 25,684,2.21,C,2.20,Q,227,"1,985",6,263,10,2.22,N,,
,,"7,222","9,510","1,620","1,321",3,.11,E,.09,W,.10,W,1 DEC 25,685,3.04,S,3.08,N,484,"2,559",115,150,5,2.85,N,,
,,"2,892","6,942","3,217","1,205",25,.05,E,.04,D,.05,N,1 DEC 25,686,3.95,S,4.05,P,299,359,5,150,1,4.04,M,,
,,"1,937","5,173","3,628","2,065",1,.02,A,.02,W,.03,W,1 DEC 25,687,4.96,B,5.03,S,12,451,152,72,5,4.75,I,,
,,823,"8,484","3,264","3,044",1,.01,M,.01,W,.02,W,1 DEC 25,688,5.95,D,6.02,B,11,172,106,15,10,7.47,B,,
,,70,"11,778","3,975",539,10,.01,A,.01,W,.02,W,1 DEC 25,689,6.94,E,7.04,E,0,120,217,211,5,6.03,I,,
,,121,"12,465","5,115",0,5,.01,J,0,Q,.01,W,1 DEC 25,690,7.97,S,8.02,S,19,146,150,102,1,8.53,C,,
,,38,"3,252","3,757",0,16,.01,C,0,A,.01,N,1 DEC 25,691,8.94,E,9.01,Q,0,35,5,186,1,8.11,A,,
,,2,"3,347","3,778",0,1,.01,E,0,M,.01,W,1 DEC 25,692,9.95,B,10.06,E,1,1,217,35,1,11.41,B,,
,,6,"2,263","5,465",0,1,.01,I,0,A,.01,X,1 DEC 25,693,10.92,N,10.93,E,1,1,186,100,1,12.40,B,,
,,2,901,"7,073",0,1,.01,S,0,U,.01,X,1 DEC 25,694,11.94,E,12.04,E,<empty>,1,217,170,0,0, ,,
,,2,"4,957","2,517",0,1,.01,C,0,N,.01,C,1 DEC 25,695,12.93,E,13.05,E,0,4,217,217,1,12.33,J,,
,,0,"2,374","2,902",0,10,.02,I,0,W,.01,A,1 DEC 25,696,13.94,E,14.04,E,1,0,217,152,1,15.19,B,,
,,0,"1,309","2,002",0,3,.01,E,0,N,.01,C,1 DEC 25,697,14.94,I,15.04,I,<empty>,0,15,15,0,0, ,,
,,0,861,"2,512",0,2,.01,C,0,A,.01,C,1 DEC 25,698,15.67,Q,15.77,H,<empty>,1,14,5,0,0, ,,
,,0,373,"2,843",0,6,.01,M,0,X,.01,A,1 DEC 25,699,16.67,I,16.96,T,<empty>,0,100,13,0,0, ,,
,,9,"6,210","3,103",0,4,.01,C,0,U,.01,A,1 DEC 25,700,17.67,H,17.82,H,<empty>,3,14,13,0,0, ,,
,,0,242,"7,011",0,1,.03,D,0,U,.01,E,1 DEC 25,701,18.67,I,18.98,T,<empty>,0,100,13,0,0, ,,
,,<empty>,323,"7,254",0,0,0, ,0,Q,.01,E,1 DEC 25,702,19.67,H,19.86,I,<empty>,0,14,13,0,0, ,,
,,0,"2,401","5,130",0,2,.01,M,0,J,.01,E,1 DEC 25,703,20.96,X,21.01,X,<empty>,0,14,14,0,0, ,,
,,0,187,"5,246",0,10,.02,M,0,A,.01,E,1 DEC 25,704,21.67,H,21.77,H,<empty>,0,13,13,0,0, ,,
,,0,774,"5,936",0,4,.01,W,0,T,.01,E,1 DEC 25,705,22.23,H,22.99,H,0,0,13,13,4,24.86,M,,
,,0,497,"6,155",0,30,.01,B,0,A,.01,A,1 DEC 25,706,23.83,H,23.90,Q,<empty>,0,5,14,0,0, ,,
,,0,"1,467","6,018",0,2,.01,J,0,N,.01,E,1 DEC 25,707,23.95,A,26.27,Q,<empty>,0,1,33,0,0, ,,
,,0,"1,599","6,024",0,1,.02,U,0,A,.01,E,1 DEC 25,708,24.96,C,26.96,E,<empty>,0,1,10,0,0, ,,
,,0,844,"6,193",0,1,.02,U,0,N,.01,M,1 DEC 25,709,25.92,C,27.76,Q,1,0,5,10,1,29.09,C,,
,,0,"1,395","6,241",0,1,.01,N,0,Q,.01,M,1 DEC 25,710,26.96,C,29.09,E,<empty>,0,10,10,0,0, ,,
,,0,564,"1,566",0,95,.01,I,0,Q,.01,I,1 DEC 25,715,32.08,E,33.76,B,<empty>,0,2,11,0,0, ,,
,,<empty>,49,"1,646",0,0,0, ,0,Q,.01,I,1 DEC 25,720,37.08,E,38.77,E,<empty>,0,1,11,0,0, ,,
,,0,100,"1,681",0,1,.04,A,0,S,.01,A,1 DEC 25,725,42.10,E,43.69,E,<empty>,0,11,11,0,0, ,,
,,0,334,"2,184",0,1,.01,B,0,A,.01,M,1 DEC 25,730,47.15,C,48.76,C,0,0,10,10,2,61.72,C,,
,,0,460,"2,222",0,50,.01,E,0,S,.01,M,1 DEC 25,735,52.18,B,53.68,C,<empty>,0,10,2,0,0, ,,
,,0,402,"1,977",0,94,.02,M,0,S,.01,M,1 DEC 25,740,57.15,C,58.76,C,<empty>,0,10,10,0,0, ,,
,,0,432,"2,277",0,19,.01,I,0,D,.01,M,1 DEC 25,745,62.20,E,63.79,C,<empty>,0,10,11,0,0, ,,
,,1,576,"2,035",0,1,.01,A,0,Q,.01,M,1 DEC 25,750,67.15,C,68.74,C,<empty>,0,10,10,0,0, ,,
,,<empty>,459,"2,350",0,0,0, ,0,Q,.01,M,1 DEC 25,755,72.07,E,73.76,E,<empty>,0,11,1,0,0, ,,
,,<empty>,317,"2,375",0,0,0, ,0,Q,.01,M,1 DEC 25,760,77.13,E,78.76,E,<empty>,0,11,11,0,0, ,,
,,<empty>,574,"2,204",0,0,0, ,0,Q,.01,C,1 DEC 25,765,82.15,C,83.68,S,<empty>,0,2,10,0,0, ,,
,,<empty>,198,"1,999",0,0,0, ,0,A,.01,M,1 DEC 25,770,87.12,E,88.76,E,<empty>,0,11,11,0,0, ,,
,,<empty>,192,"2,122",0,0,0, ,0,X,.01,M,1 DEC 25,775,92.07,E,93.69,E,<empty>,0,11,11,0,0, ,,
,,0,294,"2,216",0,1,.01,S,0,Q,.01,C,1 DEC 25,780,97.17,B,98.71,E,<empty>,0,11,2,0,0, ,,
,,<empty>,0,"2,220",0,0,0, ,0,J,.01,C,1 DEC 25,785,102.14,C,103.79,C,<empty>,0,310,10,0,0, ,,
,,5,0,"2,018",0,1,.01,M,0,J,.01,A,1 DEC 25,790,107.06,E,109.41,W,<empty>,0,26,11,0,0, ,,
,,0,673,"2,224",0,1,.01,M,0,Q,.01,C,1 DEC 25,795,112.05,C,113.69,E,<empty>,0,12,10,0,0, ,,
,,<empty>,2,"6,957",0,0,0, ,0,A,.01,M,1 DEC 25,800,117.04,C,118.19,E,<empty>,0,11,10,0,0, ,,

2 DEC 25  (1)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,<empty>,1,40,10,0,0, ,180.68,X,183.14,A,2 DEC 25,500,0,A,.01,W,0,314,988,0,7,.02,A,,
,,<empty>,0,39,50,0,0, ,175.74,C,178.14,A,2 DEC 25,505,0,A,.01,D,0,348,"1,328",0,1,.03,T,,
,,<empty>,0,39,50,0,0, ,170.75,C,173.14,A,2 DEC 25,510,0,A,.01,M,<empty>,133,"1,562",0,0,0, ,,
,,<empty>,0,39,3,0,0, ,165.94,E,168.14,A,2 DEC 25,515,0,A,.01,M,0,35,"1,384",0,5,.05,E,,
,,<empty>,0,39,10,0,0, ,160.79,H,163.14,A,2 DEC 25,520,0,A,.01,D,0,128,"1,298",0,5,.05,A,,
,,<empty>,0,40,30,0,0, ,155.86,E,158.14,A,2 DEC 25,525,0,A,.01,I,0,835,"1,267",0,8,.01,A,,
,,<empty>,0,39,10,0,0, ,150.79,H,153.15,A,2 DEC 25,530,0,A,.01,I,0,174,"1,259",0,8,.01,A,,
,,<empty>,0,39,1,0,0, ,145.95,C,148.15,A,2 DEC 25,535,0,S,.01,C,0,"1,044","1,135",0,10,.01,B,,
,,<empty>,0,39,1,0,0, ,140.79,N,143.15,A,2 DEC 25,540,0,A,.01,M,<empty>,155,"1,632",0,0,0, ,,
,,<empty>,0,39,2,0,0, ,135.93,B,138.15,A,2 DEC 25,545,0,Q,.01,M,0,60,"1,496",0,10,.01,I,,
,,<empty>,0,48,2,0,0, ,130.78,B,133.16,A,2 DEC 25,550,0,W,.01,I,0,570,"1,342",0,1,.05,D,,
,,<empty>,0,39,6,0,0, ,125.79,C,128.15,A,2 DEC 25,555,0,P,.01,M,0,692,"1,550",0,1,.01,A,,
,,<empty>,0,28,10,0,0, ,120.94,E,123.08,E,2 DEC 25,560,0,S,.01,D,<empty>,708,"1,331",0,0,0, ,,
,,<empty>,4,2,60,0,0, ,115.94,A,118.47,B,2 DEC 25,565,0,A,.01,C,0,185,"1,454",0,1,.01,A,,
,,<empty>,2,26,2,0,0, ,110.94,B,113.30,E,2 DEC 25,570,0,S,.01,M,0,300,"1,394",0,1,.02,A,,
,,<empty>,0,39,2,0,0, ,105.94,B,108.15,A,2 DEC 25,575,0,A,.01,D,0,328,"1,098",0,1,.01,A,,
,,<empty>,0,39,2,0,0, ,100.96,B,103.15,A,2 DEC 25,580,0,Q,.01,I,0,297,"1,250",0,10,.02,E,,
,,<empty>,5,10,6,0,0, ,95.79,C,98.48,I,2 DEC 25,585,0,A,.01,I,0,286,"1,242",0,1,.01,A,,
,,<empty>,0,30,4,0,0, ,90.76,E,93.17,I,2 DEC 25,590,0,Q,.01,I,0,735,"1,156",0,1,.02,A,,
,,<empty>,8,80,3,0,0, ,85.80,C,88.51,C,2 DEC 25,595,0,Q,.01,D,0,"1,689",796,0,10,.01,B,,
,,0,5,30,6,1,63.25,E,80.80,C,83.51,C,2 DEC 25,600,0,U,.01,I,0,956,"1,135",0,1,.04,B,,
,,<empty>,0,30,2,0,0, ,75.96,E,78.17,I,2 DEC 25,605,0,U,.01,N,19,"1,610",739,0,1,.01,A,,
,,<empty>,0,10,1,0,0, ,70.81,N,73.50,H,2 DEC 25,610,0,B,.01,N,13,"3,095",717,0,1,.02,A,,
,,<empty>,9,30,2,0,0, ,65.95,B,68.18,I,2 DEC 25,615,.01,N,.01,D,22,930,659,67,1,.02,A,,
,,10,4,10,29,5,60.40,C,60.95,C,63.49,I,2 DEC 25,620,.01,W,.02,C,5,"1,150","1,331",565,2,.01,B,,
,,5,5,30,2,5,55.01,X,55.96,B,58.18,I,2 DEC 25,625,.01,W,.02,I,0,901,"1,192",924,1,.50,M,,
,,0,4,2,10,4,45.84,B,54.80,I,57.50,S,2 DEC 25,626,.01,W,.02,I,0,609,"1,142",715,99,.04,W,,
,,<empty>,1,39,6,0,0, ,53.97,E,56.17,A,2 DEC 25,627,.01,I,.02,I,0,"1,477",766,914,6,.02,C,,
,,<empty>,4,7,6,0,0, ,52.81,C,55.52,T,2 DEC 25,628,.01,I,.02,W,6,679,"1,158",892,6,.02,P,,
,,<empty>,0,39,2,0,0, ,51.96,E,54.17,A,2 DEC 25,629,.01,I,.02,W,0,849,"1,009",694,47,.58,E,,
,,20,3,30,8,5,51.40,X,50.97,E,53.19,I,2 DEC 25,630,.01,W,.02,W,0,816,837,729,1,.04,J,,
,,<empty>,4,10,6,0,0, ,49.97,E,52.50,I,2 DEC 25,631,.01,I,.02,I,12,414,"1,094",890,3,.01,A,,
,,<empty>,4,39,2,0,0, ,48.98,B,51.17,A,2 DEC 25,632,.01,M,.02,W,9,601,898,831,3,.02,A,,
,,<empty>,0,40,2,0,0, ,47.72,B,50.17,A,2 DEC 25,633,.01,I,.02,I,12,276,"1,155",973,3,.01,A,,
,,<empty>,2,2,11,0,0, ,46.97,E,49.51,S,2 DEC 25,634,.01,W,.02,W,14,262,958,710,3,.02,A,,
,,<empty>,18,31,1,0,0, ,45.82,N,48.31,E,2 DEC 25,635,.01,W,.02,W,372,"1,102","1,091",821,1,.01,M,,
,,<empty>,21,39,2,0,0, ,44.98,B,47.18,A,2 DEC 25,636,.01,W,.02,W,304,"2,369",760,765,10,.02,E,,
,,<empty>,8,39,2,0,0, ,43.97,B,46.18,A,2 DEC 25,637,.01,I,.02,D,12,331,739,997,3,.01,A,,
,,<empty>,21,10,2,0,0, ,42.97,B,45.52,H,2 DEC 25,638,.01,W,.02,D,46,241,959,953,3,.02,A,,
,,<empty>,7,39,10,0,0, ,41.76,I,44.18,A,2 DEC 25,639,.01,I,.02,W,11,339,691,"1,054",1,.02,M,,
,,<empty>,14,39,2,0,0, ,40.80,S,43.18,A,2 DEC 25,640,.01,I,.02,D,386,"3,426",620,"1,039",1,.02,M,,
,,<empty>,17,39,6,0,0, ,39.98,C,42.18,A,2 DEC 25,641,.02,I,.03,M,285,820,"1,498",468,1,.02,M,,
,,<empty>,17,2,10,0,0, ,38.97,E,41.50,B,2 DEC 25,642,.02,I,.03,C,10,644,"1,223",468,10,.02,B,,
,,0,51,10,29,1,19.54,N,37.81,C,40.52,H,2 DEC 25,643,.02,I,.03,C,38,607,"1,550",468,38,.03,X,,
,,<empty>,13,10,31,0,0, ,36.97,E,39.53,I,2 DEC 25,644,.02,W,.03,C,0,282,"1,573",603,5,.18,N,,
,,0,26,39,10,1,15.96,E,35.97,E,38.18,A,2 DEC 25,645,.02,D,.03,C,60,"4,933","1,162",622,21,.03,B,,
,,<empty>,17,39,31,0,0, ,34.81,E,37.18,A,2 DEC 25,646,.02,N,.03,I,13,998,"1,136",501,3,.02,A,,
,,<empty>,85,2,31,0,0, ,33.99,E,36.50,J,2 DEC 25,647,.02,N,.03,C,3,670,884,510,3,.03,A,,
,,<empty>,68,31,2,0,0, ,33.00,B,35.09,E,2 DEC 25,648,.02,I,.03,I,11,556,749,605,10,.03,P,,
,,<empty>,43,40,2,0,0, ,31.99,B,34.19,A,2 DEC 25,649,.02,W,.03,W,4,588,801,614,3,.03,X,,
,,0,149,15,2,2,31.11,W,32.22,B,32.41,D,2 DEC 25,650,.02,I,.03,I,13,"5,733",752,811,3,.03,X,,
,,0,36,22,15,22,15.63,H,30.00,C,32.51,Q,2 DEC 25,651,.02,I,.03,C,0,678,870,685,1,.06,A,,
,,<empty>,145,15,20,0,0, ,30.13,Q,30.44,C,2 DEC 25,652,.02,I,.03,I,22,787,763,694,10,.03,S,,
,,4,217,20,15,2,27.17,A,29.08,X,29.27,Q,2 DEC 25,653,.02,I,.03,I,0,557,986,892,99,.05,I,,
,,0,103,15,20,1,22.49,E,28.14,Q,28.46,X,2 DEC 25,654,.02,M,.03,W,0,970,823,870,2,.05,A,,
