Stock quote and option quote for SPY on 12/5/25 02:45:44

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
684.39,P,0,684.75,P,684.80,P,0 x 0,0,<empty>,<empty>,<empty>

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.03%,125.8,1.759,Q,6/21/24,565.16,409.21,"856,432,000",1.008

4 DEC 25  (-1)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,<empty>,1,0,0,0,0, ,46.24,B,46.29,B,4 DEC 25,638,0,A,.01,I,0,"1,318",0,0,1,.01,E,,
,,0,47,0,0,12,45.13,C,43.81,W,45.30,B,4 DEC 25,639,0,A,.01,I,0,"2,107",0,0,15,.01,J,,
,,<empty>,1,0,0,0,0, ,42.81,A,44.29,B,4 DEC 25,640,0,A,.01,M,0,"1,048",0,0,3,.02,A,,
,,<empty>,4,0,0,0,0, ,43.25,B,43.30,B,4 DEC 25,641,0,A,.01,W,0,816,0,0,8,.01,A,,
,,<empty>,1,0,0,0,0, ,42.25,B,42.30,B,4 DEC 25,642,0,S,.01,I,0,878,0,0,61,.01,W,,
,,<empty>,0,0,0,0,0, ,41.24,B,41.29,B,4 DEC 25,643,0,A,.01,I,0,194,0,0,3,.01,A,,
,,<empty>,11,0,0,0,0, ,38.81,A,40.30,B,4 DEC 25,644,0,A,.01,I,0,163,0,0,3,.02,A,,
,,0,5,0,0,1,18.78,A,37.81,A,39.28,B,4 DEC 25,645,0,A,.01,W,0,"1,519",0,0,3,.01,A,,
,,<empty>,0,0,0,0,0, ,38.24,B,38.29,B,4 DEC 25,646,0,A,.01,I,0,"1,071",0,0,3,.02,A,,
,,<empty>,1,0,0,0,0, ,37.24,B,37.30,B,4 DEC 25,647,0,A,.01,I,0,566,0,0,3,.01,A,,
,,0,12,0,0,2,35.50,C,36.24,B,36.30,B,4 DEC 25,648,0,A,.01,W,0,206,0,0,3,.02,A,,
,,0,12,0,0,1,34.59,C,35.25,B,35.30,B,4 DEC 25,649,0,A,.01,W,0,535,0,0,24,.02,B,,
,,0,47,0,0,1,33.64,C,34.24,B,34.30,B,4 DEC 25,650,0,A,.01,M,0,"1,208",0,0,1,.01,A,,
,,0,9,0,0,4,33.31,J,33.24,B,33.30,B,4 DEC 25,651,0,A,.01,W,0,966,0,0,3,.01,A,,
,,<empty>,97,0,0,0,0, ,32.24,B,32.30,B,4 DEC 25,652,0,A,.01,I,0,"1,014",0,0,1,.01,M,,
,,0,27,0,0,4,31.15,A,31.24,B,31.29,B,4 DEC 25,653,0,A,.01,W,0,264,0,0,1,.48,J,,
,,<empty>,58,0,0,0,0, ,30.23,B,30.26,B,4 DEC 25,654,0,N,.01,H,0,869,0,0,400,.01,M,,
,,0,54,0,0,1,11.27,B,29.25,B,29.29,B,4 DEC 25,655,0,A,.01,W,0,"1,598",0,0,1,.03,A,,
,,0,33,0,0,1,27.75,E,28.23,B,28.26,B,4 DEC 25,656,0,A,.01,W,0,635,0,0,50,.02,P,,
,,0,26,0,0,1,27.42,C,27.24,B,27.29,B,4 DEC 25,657,0,A,.01,D,0,792,0,0,10,.04,N,,
,,0,110,0,0,2,8.40,A,26.23,B,26.26,B,4 DEC 25,658,0,A,.01,W,0,738,0,0,1,.01,B,,
,,<empty>,202,0,0,0,0, ,25.23,B,25.28,B,4 DEC 25,659,0,A,.01,I,0,356,0,0,8,.01,A,,
,,0,198,0,0,5,24.85,A,24.25,B,24.29,B,4 DEC 25,660,0,D,.01,E,0,"1,303",0,0,97,.01,C,,
,,<empty>,75,0,0,0,0, ,23.23,B,23.26,B,4 DEC 25,661,0,X,.01,I,0,"1,997",0,0,48,.02,P,,
,,0,176,0,0,1,19.66,A,22.23,B,22.26,B,4 DEC 25,662,0,A,.01,I,0,"1,285",0,0,2,.01,I,,
,,0,223,0,0,12,20.15,D,21.23,B,21.26,B,4 DEC 25,663,0,A,.01,I,0,767,0,0,1,.01,C,,
,,0,228,0,0,2,9.09,N,20.09,T,20.45,T,4 DEC 25,664,0,A,.01,I,0,"1,040",0,0,2,.01,C,,
,,0,914,0,0,24,18.15,D,19.23,B,19.27,B,4 DEC 25,665,0,A,.01,W,0,"2,051",0,0,3,.01,S,,
,,0,254,0,0,2,16.71,M,18.14,I,18.46,Q,4 DEC 25,666,0,H,.01,N,0,"1,498",0,0,2,.01,A,,
,,0,238,0,0,1,17.22,M,17.23,B,17.29,B,4 DEC 25,667,0,D,.01,N,0,"2,926",0,0,1,.01,E,,
,,0,243,0,0,1,14.05,A,16.09,Q,16.45,Q,4 DEC 25,668,0,I,.01,U,0,"1,782",0,0,1,.01,C,,
,,0,228,0,0,1,14.91,M,15.14,Q,15.45,T,4 DEC 25,669,0,J,.01,W,0,"3,709",0,0,79,.01,A,,
,,0,680,0,0,1,14.19,A,14.09,Q,14.45,Q,4 DEC 25,670,0,P,.01,I,0,"8,212",0,0,1,.01,M,,
,,0,264,0,0,1,13.12,A,13.09,Q,13.45,Q,4 DEC 25,671,0,D,.01,H,0,"3,905",0,0,1,.02,A,,
,,0,189,0,0,1,12.48,C,12.08,Q,12.47,Q,4 DEC 25,672,0,D,.01,N,0,"2,474",0,0,30,.01,I,,
,,0,615,0,0,1,11.06,C,11.15,P,11.45,S,4 DEC 25,673,0,S,.01,H,0,"5,736",0,0,4,.01,C,,
,,0,529,0,0,2,9.30,C,10.09,Q,10.45,S,4 DEC 25,674,0,S,.01,I,0,"6,570",0,0,10,.02,E,,
,,0,"1,894",0,0,10,9.21,C,9.07,B,9.45,S,4 DEC 25,675,0,U,.01,X,0,"5,755",0,0,4,.01,B,,
,,0,751,0,0,2,8.25,C,8.07,Q,8.47,B,4 DEC 25,676,0,J,.01,H,0,"4,369",0,0,1,.01,A,,
,,0,475,0,0,2,7.26,C,7.09,B,7.45,S,4 DEC 25,677,0,U,.01,N,0,"5,231",0,0,1,.01,A,,
,,0,909,0,0,3,4.97,Z,6.07,Q,6.45,S,4 DEC 25,678,0,H,.01,N,0,"6,266",0,0,30,.01,A,,
,,0,"1,012",0,0,60,5.28,C,5.07,Q,5.45,S,4 DEC 25,679,0,J,.01,H,0,"3,804",0,0,24,.01,M,,
,,0,"2,528",0,0,1,4.32,E,4.09,S,4.45,S,4 DEC 25,680,0,M,.01,U,0,"11,959",0,0,1,.01,M,,
,,0,"3,072",0,0,2,3.37,I,3.18,B,3.45,S,4 DEC 25,681,0,M,.01,N,0,"8,235",0,0,1,.01,A,,
,,0,"4,947",0,0,3,2.31,P,2.09,B,2.46,U,4 DEC 25,682,.02,X,.01,N,0,"6,476",0,0,2,.01,A,,
,,0,"11,590",0,0,2,1.23,B,1.00,P,1.30,B,4 DEC 25,683,0,C,.01,N,0,"9,844",0,0,749,.01,E,,
,,0,"13,794",0,0,1,.27,E,.24,B,.30,T,4 DEC 25,684,.52,U,.02,M,0,"9,280",0,0,32,.02,N,,
,,0,"11,124",0,0,2,.01,M,0,B,.01,H,4 DEC 25,685,.56,E,2.11,B,0,"3,877",0,0,10,.74,B,,
,,0,"6,710",0,0,1,.01,M,0,A,.01,N,4 DEC 25,686,1.55,B,3.11,U,0,"2,798",0,0,39,1.67,C,,
,,0,"6,533",0,0,100,.01,A,0,S,.01,N,4 DEC 25,687,2.55,U,2.83,B,0,590,0,0,2,2.78,I,,
,,0,"16,506",0,0,1,.01,M,0,P,.01,N,4 DEC 25,688,3.55,B,3.91,B,0,590,0,0,1,3.74,C,,
,,0,"6,668",0,0,26,.01,M,0,J,.01,N,4 DEC 25,689,4.55,B,4.91,B,0,128,0,0,1,5.79,Z,,
,,0,"13,271",0,0,2,.01,A,0,Z,.01,M,4 DEC 25,690,4.46,X,5.92,T,0,233,0,0,1,5.70,B,,
,,0,"4,143",0,0,8,.01,M,0,P,.01,M,4 DEC 25,691,5.46,X,8.01,X,0,15,0,0,1,9.37,H,,
,,0,"2,868",0,0,8,.01,I,0,P,.01,I,4 DEC 25,692,7.73,B,7.77,B,0,1,0,0,1,8.02,W,,
,,0,"5,924",0,0,40,.01,E,0,P,.01,D,4 DEC 25,693,7.40,S,10.08,Z,0,29,0,0,1,12.89,M,,
,,0,"1,390",0,0,1,.01,C,0,P,.01,M,4 DEC 25,694,9.55,B,9.92,T,<empty>,0,0,0,0,0, ,,
,,0,"2,340",0,0,1,.01,C,0,S,.01,I,4 DEC 25,695,10.54,Q,10.91,S,0,0,0,0,2,12.83,W,,
,,0,"1,316",0,0,1,.01,E,0,P,.01,I,4 DEC 25,696,12.23,Q,11.86,T,<empty>,0,0,0,0,0, ,,
,,0,"3,900",0,0,1,.01,S,0,P,.01,I,4 DEC 25,697,13.23,Q,14.09,T,<empty>,0,0,0,0,0, ,,
,,0,"2,495",0,0,10,.01,I,0,P,.01,M,4 DEC 25,698,12.35,Z,13.91,B,0,0,0,0,1,15.35,B,,
,,0,"2,080",0,0,4,.01,B,0,P,.01,M,4 DEC 25,699,14.71,B,14.76,B,<empty>,0,0,0,0,0, ,,
,,0,"4,692",0,0,3,.01,B,0,P,.01,E,4 DEC 25,700,15.73,B,15.77,B,0,6,0,0,1,15.71,C,,
,,0,"1,118",0,0,3,.01,T,0,P,.01,M,4 DEC 25,705,20.73,B,20.77,B,<empty>,0,0,0,0,0, ,,
,,0,"1,241",0,0,18,.03,T,0,P,.01,M,4 DEC 25,710,25.04,B,25.77,B,<empty>,0,0,0,0,0, ,,
,,0,659,0,0,1,.01,S,0,P,.01,I,4 DEC 25,715,30.73,B,30.77,B,<empty>,0,0,0,0,0, ,,
,,0,664,0,0,25,.01,T,0,P,.01,I,4 DEC 25,720,35.73,B,35.77,B,<empty>,0,0,0,0,0, ,,
,,0,507,0,0,10,.01,U,0,P,.01,I,4 DEC 25,725,40.73,B,40.77,B,<empty>,0,0,0,0,0, ,,
,,0,449,0,0,1,.01,B,0,P,.01,I,4 DEC 25,730,45.73,B,45.77,B,<empty>,0,0,0,0,0, ,,
,,0,584,0,0,4,.01,E,0,P,.01,I,4 DEC 25,735,50.02,W,50.76,B,<empty>,0,0,0,0,0, ,,
,,0,3,0,0,3,.02,W,0,P,.01,I,4 DEC 25,740,55.71,B,55.76,B,<empty>,0,0,0,0,0, ,,
,,0,761,0,0,1,.01,M,0,P,.01,I,4 DEC 25,745,60.73,B,60.77,B,<empty>,0,0,0,0,0, ,,
,,<empty>,111,0,0,0,0, ,0,P,.01,E,4 DEC 25,750,65.71,B,65.76,B,<empty>,0,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,0,P,.01,D,4 DEC 25,755,70.71,B,70.76,B,<empty>,0,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,0,P,.01,I,4 DEC 25,760,75.73,B,75.77,B,<empty>,0,0,0,0,0, ,,
,,0,10,0,0,10,.01,P,0,P,.01,I,4 DEC 25,765,80.73,B,80.77,B,<empty>,0,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,0,H,.01,I,4 DEC 25,770,85.73,B,85.77,B,<empty>,0,0,0,0,0, ,,
,,<empty>,100,0,0,0,0, ,0,Q,.01,I,4 DEC 25,775,90.73,B,90.77,B,<empty>,0,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,0,T,.01,I,4 DEC 25,780,94.30,U,97.14,Z,<empty>,0,0,0,0,0, ,,
,,<empty>,"3,000",0,0,0,0, ,0,Q,.01,N,4 DEC 25,785,100.73,B,100.77,B,<empty>,0,0,0,0,0, ,,
,,<empty>,"1,000",0,0,0,0, ,0,U,.01,N,4 DEC 25,790,105.71,B,105.76,B,<empty>,0,0,0,0,0, ,,
,,0,"8,990",0,0,1,.01,B,0,Z,.01,N,4 DEC 25,795,110.70,B,110.76,B,<empty>,0,0,0,0,0, ,,
,,<empty>,11,0,0,0,0, ,0,J,.01,M,4 DEC 25,800,115.70,B,115.76,B,<empty>,0,0,0,0,0, ,,

5 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,0,81,0,0,15,181.45,C,182.98,W,185.78,N,5 DEC 25,500,0,U,.01,M,0,"203,400",0,0,2,.01,B,,
,,0,4,0,0,1,179.79,N,177.99,A,180.79,A,5 DEC 25,505,0,I,.01,N,0,"3,593",0,0,8,.01,A,,
,,<empty>,4,0,0,0,0, ,172.99,A,175.79,A,5 DEC 25,510,0,A,.01,N,0,"1,407",0,0,8,.02,A,,
,,<empty>,1,0,0,0,0, ,167.99,A,170.79,A,5 DEC 25,515,0,I,.01,N,0,"6,019",0,0,1,.01,S,,
,,0,12,0,0,7,162.86,M,162.99,N,165.79,N,5 DEC 25,520,0,I,.01,N,0,"6,853",0,0,8,.01,A,,
,,0,2,0,0,1,157.51,A,157.99,A,160.79,N,5 DEC 25,525,0,J,.01,I,0,"6,570",0,0,11,.02,E,,
,,<empty>,2,0,0,0,0, ,153.00,A,155.80,A,5 DEC 25,530,0,J,.01,I,0,"3,238",0,0,88,.01,I,,
,,<empty>,17,0,0,0,0, ,148.01,Z,150.79,N,5 DEC 25,535,0,J,.01,I,0,"4,429",0,0,142,.02,N,,
,,<empty>,2,0,0,0,0, ,143.00,A,145.80,A,5 DEC 25,540,0,B,.01,W,0,"1,098",0,0,1,.01,X,,
,,<empty>,15,0,0,0,0, ,138.01,A,140.80,W,5 DEC 25,545,0,J,.01,I,0,"202,401",0,0,1,.01,A,,
,,0,17,0,0,10,135.39,X,133.00,A,135.80,N,5 DEC 25,550,0,I,.01,I,0,"209,647",0,0,10,.03,T,,
,,<empty>,4,0,0,0,0, ,128.01,A,130.80,N,5 DEC 25,555,0,A,.01,N,0,990,0,0,1,.01,M,,
,,<empty>,39,0,0,0,0, ,123.01,A,125.81,A,5 DEC 25,560,0,J,.01,I,0,"2,041",0,0,1,.01,M,,
,,0,25,0,0,1,116.86,A,118.01,A,120.81,A,5 DEC 25,565,0,U,.01,I,0,"2,959",0,0,1,.10,A,,
,,0,3,0,0,1,122.14,I,113.01,N,115.80,B,5 DEC 25,570,0,N,.01,N,0,"4,309",0,0,1,.01,M,,
,,0,9,0,0,1,87.21,I,108.01,N,110.81,W,5 DEC 25,575,0,J,.01,I,0,"2,644",0,0,2,.02,C,,
,,0,37,0,0,1,75.61,N,103.02,A,105.81,N,5 DEC 25,580,0,M,.01,N,0,"5,090",0,0,1,.01,E,,
,,<empty>,12,0,0,0,0, ,98.02,A,100.81,N,5 DEC 25,585,0,Q,.01,W,0,"4,301",0,0,1,.01,M,,
,,<empty>,7,0,0,0,0, ,93.02,A,95.81,N,5 DEC 25,590,0,I,.01,I,0,"104,943",0,0,1,.05,B,,
,,0,45,0,0,1,86.40,I,88.02,A,90.82,X,5 DEC 25,595,0,Q,.01,N,0,"3,089",0,0,1,.01,A,,
,,0,39,0,0,1,82.36,C,83.02,H,85.82,N,5 DEC 25,600,0,M,.01,W,0,"105,576",0,0,1,.01,E,,
,,0,40,0,0,2,78.46,W,78.03,A,80.83,A,5 DEC 25,605,0,U,.01,N,0,"1,467",0,0,1,.04,U,,
,,0,214,0,0,1,73.54,M,74.35,C,74.60,X,5 DEC 25,610,0,M,.01,N,0,"2,706",0,0,10,.01,I,,
,,0,51,0,0,10,69.82,B,68.04,M,70.83,H,5 DEC 25,615,0,C,.01,P,0,"3,972",0,0,5,.02,H,,
,,0,282,0,0,10,64.84,B,64.35,C,64.57,D,5 DEC 25,620,0,J,.01,N,0,"4,851",0,0,1,.02,A,,
,,0,30,0,0,1,58.58,C,58.04,A,60.83,N,5 DEC 25,625,0,N,.01,P,0,"5,267",0,0,1,.05,J,,
,,0,"1,068",0,0,1,54.24,C,54.36,X,54.60,M,5 DEC 25,630,0,N,.01,W,0,"10,846",0,0,1,.01,A,,
,,0,73,0,0,1,36.59,M,48.04,A,50.84,N,5 DEC 25,635,0,S,.01,W,0,"11,432",0,0,10,.02,A,,
,,0,"13,618",0,0,1,43.77,C,44.29,X,44.58,X,5 DEC 25,640,0,Q,.01,U,0,"21,471",0,0,7,.01,B,,
,,0,23,0,0,5,42.15,W,42.05,A,44.84,B,5 DEC 25,641,.01,H,.02,W,0,"5,483",0,0,2,.02,A,,
,,<empty>,22,0,0,0,0, ,41.05,A,43.84,B,5 DEC 25,642,.01,N,.02,W,0,"2,120",0,0,3,.02,J,,
,,0,24,0,0,2,41.70,B,40.05,A,42.84,N,5 DEC 25,643,0,N,.01,H,0,"2,364",0,0,3,.02,A,,
,,0,45,0,0,1,30.40,B,39.06,W,41.85,A,5 DEC 25,644,0,I,.01,H,0,"1,668",0,0,5,.02,N,,
,,0,150,0,0,1,37.24,C,39.33,M,39.55,C,5 DEC 25,645,0,A,.01,N,0,"5,569",0,0,3,.01,E,,
,,0,28,0,0,4,38.95,B,37.05,N,39.85,W,5 DEC 25,646,0,N,.01,N,0,"2,129",0,0,3,.01,A,,
,,<empty>,32,0,0,0,0, ,36.06,W,38.85,A,5 DEC 25,647,.01,I,.02,N,0,"1,830",0,0,1,.01,B,,
,,0,12,0,0,3,36.44,M,35.05,H,37.85,N,5 DEC 25,648,.01,N,.02,N,0,"1,476",0,0,3,.01,A,,
,,0,279,0,0,1,36.36,X,35.30,M,35.63,M,5 DEC 25,649,.01,N,.02,W,0,"1,518",0,0,3,.02,A,,
,,0,"8,233",0,0,1,33.08,A,34.30,B,34.58,M,5 DEC 25,650,.01,N,.02,W,0,"24,894",0,0,3,.02,A,,
,,0,187,0,0,1,32.04,A,33.34,M,33.58,M,5 DEC 25,651,.01,N,.02,W,0,"1,531",0,0,3,.03,A,,
,,0,369,0,0,1,30.25,C,32.36,I,32.64,M,5 DEC 25,652,.01,N,.02,N,0,948,0,0,1,.01,C,,
,,0,357,0,0,1,30.24,M,31.43,D,31.63,X,5 DEC 25,653,.01,N,.02,W,0,"1,916",0,0,3,.03,A,,
,,0,439,0,0,1,29.28,W,30.29,B,30.63,M,5 DEC 25,654,.01,N,.02,W,0,"2,233",0,0,8,.01,A,,
,,0,682,0,0,3,28.69,C,29.29,Q,29.63,Q,5 DEC 25,655,.01,N,.02,W,0,"7,799",0,0,1,.01,M,,
,,0,405,0,0,1,17.05,A,28.29,C,28.63,C,5 DEC 25,656,.01,W,.02,W,0,895,0,0,1,.02,S,,
,,0,740,0,0,1,26.22,M,27.30,Q,27.61,I,5 DEC 25,657,.01,N,.02,N,0,"3,660",0,0,8,.03,E,,
,,0,419,0,0,1,23.35,C,26.29,C,26.63,C,5 DEC 25,658,.01,W,.02,W,0,"5,023",0,0,7,.02,M,,
,,0,831,0,0,1,14.58,M,25.29,Q,25.63,Q,5 DEC 25,659,.01,N,.02,W,0,"5,237",0,0,1,.02,A,,
,,0,"2,436",0,0,1,23.74,M,24.31,C,24.67,C,5 DEC 25,660,.01,W,.02,N,0,"12,119",0,0,5,.02,E,,
,,0,364,0,0,1,22.79,X,23.30,C,23.67,C,5 DEC 25,661,.01,N,.02,N,0,"2,060",0,0,1,.02,I,,
,,0,"1,356",0,0,10,21.13,I,22.15,Q,22.71,I,5 DEC 25,662,.02,W,.03,W,0,"3,496",0,0,10,.03,E,,
,,0,793,0,0,13,21.04,Z,21.30,C,21.67,Q,5 DEC 25,663,.02,U,.03,N,0,"3,863",0,0,10,.01,E,,
,,0,696,0,0,2,17.96,C,20.27,T,20.67,Q,5 DEC 25,664,.02,N,.03,N,0,"2,212",0,0,2,.02,E,,
,,0,"3,446",0,0,4,19.57,M,19.45,X,19.62,I,5 DEC 25,665,.02,W,.03,W,0,"14,986",0,0,8,.02,S,,
,,0,"1,499",0,0,1,17.98,M,18.38,Q,18.63,I,5 DEC 25,666,.02,W,.03,W,0,"6,671",0,0,5,.04,N,,
,,0,"1,322",0,0,1,17.44,M,17.43,T,17.64,I,5 DEC 25,667,.02,N,.03,N,0,"3,813",0,0,5,.03,I,,
,,0,"2,260",0,0,1,15.22,B,16.42,M,16.64,Q,5 DEC 25,668,.02,N,.03,Q,0,"4,520",0,0,10,.03,J,,
,,0,807,0,0,2,14.50,N,15.46,C,15.62,M,5 DEC 25,669,.03,N,.04,W,0,"2,745",0,0,1,.04,A,,
,,0,"2,564",0,0,1,14.57,D,14.44,E,14.62,Q,5 DEC 25,670,.03,W,.04,N,0,"14,765",0,0,1,.04,B,,
,,0,"1,748",0,0,11,12.70,M,13.47,Z,13.70,C,5 DEC 25,671,.04,N,.05,W,0,"3,717",0,0,29,.05,I,,
,,0,"1,882",0,0,1,12.46,W,12.45,P,12.65,S,5 DEC 25,672,.05,I,.06,N,0,"2,795",0,0,1,.05,B,,
,,0,"1,734",0,0,1,11.46,W,11.43,Z,11.63,I,5 DEC 25,673,.06,N,.07,N,0,"4,025",0,0,1,.06,E,,
,,0,"2,992",0,0,10,10.49,I,10.45,P,10.65,M,5 DEC 25,674,.08,N,.09,N,0,"5,981",0,0,10,.08,B,,
,,0,"6,358",0,0,20,9.22,B,9.53,Q,9.65,D,5 DEC 25,675,.11,H,.12,N,0,"15,747",0,0,1,.12,M,,
,,0,"1,730",0,0,90,8.67,I,8.54,E,8.68,S,5 DEC 25,676,.14,N,.15,I,0,"5,402",0,0,1,.15,H,,
,,0,"3,507",0,0,10,7.66,A,7.60,B,7.74,Q,5 DEC 25,677,.19,N,.20,N,0,"6,109",0,0,1,.19,N,,
,,0,"2,618",0,0,1,6.76,E,6.68,Q,6.80,S,5 DEC 25,678,.26,D,.27,I,0,"9,346",0,0,1,.27,A,,
,,0,"2,383",0,0,2,5.82,C,5.75,Q,5.87,Q,5 DEC 25,679,.34,N,.35,N,0,"3,587",0,0,1,.35,A,,
,,0,"17,903",0,0,6,4.97,S,4.87,Q,5.01,N,5 DEC 25,680,.46,Q,.47,U,0,"19,216",0,0,1,.45,A,,
