Stock quote and option quote for SPY on 12/1/25 02:45:44

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
683.39,P,0,683.53,P,683.59,P,0 x 0,0,<empty>,<empty>,<empty>

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.03%,125.6,1.759,Q,6/21/24,565.16,409.21,"856,432,000",1.008

1 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,<empty>,18,0,0,0,0, ,126.33,D,129.84,D,1 DEC 25,555,0,M,.01,D,<empty>,422,0,0,0,0, ,,
,,<empty>,1,0,0,0,0, ,121.32,D,124.83,D,1 DEC 25,560,0,C,.01,I,0,475,0,0,39,.01,I,,
,,<empty>,0,0,0,0,0, ,116.37,D,119.85,D,1 DEC 25,565,0,C,.01,P,0,632,0,0,1,.01,B,,
,,<empty>,0,0,0,0,0, ,111.32,D,114.83,D,1 DEC 25,570,0,M,.01,I,0,521,0,0,1,.01,B,,
,,<empty>,0,0,0,0,0, ,106.33,D,109.84,D,1 DEC 25,575,0,S,.01,P,0,262,0,0,2,.01,E,,
,,<empty>,2,0,0,0,0, ,101.32,D,104.83,D,1 DEC 25,580,0,J,.01,D,0,470,0,0,1,.08,N,,
,,<empty>,1,0,0,0,0, ,96.38,D,99.76,D,1 DEC 25,585,0,J,.01,I,0,508,0,0,1,.01,H,,
,,<empty>,21,0,0,0,0, ,91.38,D,94.85,D,1 DEC 25,590,0,N,.01,I,0,299,0,0,1,.05,B,,
,,<empty>,72,0,0,0,0, ,86.38,D,89.85,D,1 DEC 25,595,0,J,.01,I,0,423,0,0,1,.02,A,,
,,0,24,0,0,1,81.81,C,81.33,D,84.84,D,1 DEC 25,600,0,S,.01,W,0,"2,744",0,0,30,.01,S,,
,,0,4,0,0,1,76.66,Z,76.33,D,79.84,D,1 DEC 25,605,0,Q,.01,I,0,665,0,0,1,.02,A,,
,,0,21,0,0,5,71.63,X,71.38,D,74.85,D,1 DEC 25,610,0,Q,.01,I,0,"1,040",0,0,1,.02,A,,
,,<empty>,3,0,0,0,0, ,66.39,D,69.85,D,1 DEC 25,615,0,T,.01,W,0,"1,762",0,0,4,.02,C,,
,,0,27,0,0,5,62.78,C,61.39,D,64.86,D,1 DEC 25,620,0,J,.01,D,0,"2,552",0,0,8,.01,A,,
,,0,38,0,0,5,56.80,X,56.35,D,59.86,D,1 DEC 25,625,0,H,.01,U,0,"1,507",0,0,1,.01,P,,
,,<empty>,0,0,0,0,0, ,55.32,C,58.85,D,1 DEC 25,626,.01,N,.02,W,0,873,0,0,4,.01,E,,
,,<empty>,0,0,0,0,0, ,54.39,D,57.90,D,1 DEC 25,627,.01,N,.02,I,0,819,0,0,29,.01,T,,
,,<empty>,1,0,0,0,0, ,53.39,D,56.90,D,1 DEC 25,628,.01,N,.02,W,0,"10,300",0,0,2,.29,S,,
,,<empty>,6,0,0,0,0, ,52.39,D,55.90,D,1 DEC 25,629,.01,N,.02,W,0,"1,523",0,0,1,.04,A,,
,,<empty>,14,0,0,0,0, ,51.40,D,54.91,S,1 DEC 25,630,.01,N,.02,W,0,"6,600",0,0,25,.01,M,,
,,0,5,0,0,4,44.23,C,50.40,D,53.87,D,1 DEC 25,631,.01,N,.02,W,0,610,0,0,8,.01,A,,
,,0,5,0,0,3,41.94,M,49.34,D,52.85,D,1 DEC 25,632,.01,I,.02,W,0,216,0,0,8,.02,A,,
,,0,8,0,0,1,35.17,B,48.35,D,51.78,D,1 DEC 25,633,.01,I,.02,W,0,323,0,0,3,.02,A,,
,,<empty>,4,0,0,0,0, ,47.36,D,50.87,D,1 DEC 25,634,.01,W,.02,W,0,198,0,0,5,.02,N,,
,,0,8,0,0,1,35.24,M,46.36,D,49.87,D,1 DEC 25,635,.01,I,.02,W,0,922,0,0,3,.01,C,,
,,<empty>,9,0,0,0,0, ,45.35,D,48.87,D,1 DEC 25,636,.01,I,.02,W,0,"1,916",0,0,2,.02,B,,
,,<empty>,4,0,0,0,0, ,44.35,D,47.86,D,1 DEC 25,637,.01,W,.02,W,0,552,0,0,8,.01,E,,
,,<empty>,0,0,0,0,0, ,43.40,D,46.87,D,1 DEC 25,638,.01,W,.02,W,0,413,0,0,2,.02,E,,
,,0,50,0,0,20,41.88,A,42.36,D,45.87,D,1 DEC 25,639,.01,W,.02,W,0,758,0,0,3,.02,C,,
,,0,23,0,0,2,43.09,W,41.36,D,44.87,D,1 DEC 25,640,.01,W,.02,W,0,"3,004",0,0,3,.03,A,,
,,0,24,0,0,1,29.04,C,40.40,D,43.87,D,1 DEC 25,641,.01,W,.02,W,0,451,0,0,2,.04,A,,
,,<empty>,11,0,0,0,0, ,39.40,D,42.91,D,1 DEC 25,642,.01,W,.02,W,0,488,0,0,1,.07,E,,
,,<empty>,59,0,0,0,0, ,38.36,D,41.87,D,1 DEC 25,643,.01,W,.02,W,0,452,0,0,6,.03,E,,
,,0,39,0,0,1,38.14,A,37.34,D,40.86,D,1 DEC 25,644,.01,W,.02,W,0,"2,206",0,0,3,.02,A,,
,,0,124,0,0,2,25.64,M,37.88,M,38.36,M,1 DEC 25,645,.01,W,.02,W,0,"11,713",0,0,1,.02,E,,
,,0,111,0,0,1,36.85,M,36.88,M,37.36,M,1 DEC 25,646,.01,W,.02,W,0,"3,037",0,0,3,.01,A,,
,,0,109,0,0,1,34.76,W,35.87,M,36.28,M,1 DEC 25,647,.01,W,.02,W,0,791,0,0,3,.02,A,,
,,<empty>,108,0,0,0,0, ,34.88,M,35.28,M,1 DEC 25,648,.01,W,.02,W,0,586,0,0,1,.03,E,,
,,0,392,0,0,1,14.32,U,33.88,X,34.34,X,1 DEC 25,649,.02,W,.03,W,0,"1,681",0,0,3,.02,A,,
,,0,427,0,0,3,30.42,X,32.88,M,33.82,M,1 DEC 25,650,.02,I,.03,W,0,"2,744",0,0,11,.02,B,,
,,<empty>,346,0,0,0,0, ,31.87,X,32.28,X,1 DEC 25,651,.02,I,.03,W,0,639,0,0,2,.03,A,,
,,0,292,0,0,2,11.05,N,30.86,M,31.82,M,1 DEC 25,652,.02,I,.03,W,0,516,0,0,30,.02,B,,
,,0,354,0,0,1,15.16,P,29.88,D,30.36,D,1 DEC 25,653,.02,I,.03,W,0,"3,465",0,0,7,.02,J,,
,,0,504,0,0,1,29.30,B,28.89,M,29.37,M,1 DEC 25,654,.02,U,.03,W,0,"1,171",0,0,103,.02,N,,
,,0,622,0,0,2,20.87,A,27.88,I,28.21,I,1 DEC 25,655,.02,I,.03,W,0,"1,858",0,0,1,.04,E,,
,,0,240,0,0,1,15.77,U,26.90,I,27.29,X,1 DEC 25,656,.02,I,.03,W,0,"2,559",0,0,100,.03,M,,
,,0,644,0,0,30,19.85,M,25.87,M,26.28,M,1 DEC 25,657,.02,I,.03,W,0,823,0,0,10,.03,W,,
,,0,312,0,0,1,23.77,Z,24.92,C,25.30,I,1 DEC 25,658,.02,N,.03,N,0,819,0,0,1,.03,D,,
,,0,445,0,0,1,23.90,I,23.88,I,24.26,D,1 DEC 25,659,.02,W,.03,W,0,716,0,0,22,.03,B,,
,,0,"1,224",0,0,2,23.04,B,23.04,D,23.29,I,1 DEC 25,660,.03,W,.04,W,0,"3,758",0,0,1,.04,A,,
,,0,580,0,0,1,20.74,D,21.91,M,22.24,M,1 DEC 25,661,.03,N,.04,W,0,"1,401",0,0,1,.04,A,,
,,0,"1,768",0,0,1,21.00,X,20.90,M,21.30,M,1 DEC 25,662,.04,U,.05,I,0,932,0,0,30,.04,U,,
,,0,"2,904",0,0,1,19.07,Z,19.91,X,20.21,D,1 DEC 25,663,.03,P,.04,W,0,"1,170",0,0,40,.04,I,,
,,0,"1,741",0,0,1,12.01,C,18.89,M,19.56,M,1 DEC 25,664,.03,W,.04,W,0,954,0,0,1,.03,E,,
,,0,"3,358",0,0,1,17.97,W,17.91,C,18.40,I,1 DEC 25,665,.04,U,.05,W,0,"6,245",0,0,2,.05,C,,
,,0,"1,881",0,0,3,17.42,M,17.06,M,17.23,M,1 DEC 25,666,.04,W,.05,I,0,"1,389",0,0,2,.06,A,,
,,0,879,0,0,1,15.93,C,15.93,I,16.23,C,1 DEC 25,667,.05,H,.06,W,0,"1,449",0,0,1,.05,E,,
,,0,"1,670",0,0,1,14.66,A,14.94,X,15.44,D,1 DEC 25,668,.05,W,.06,U,0,"1,788",0,0,2,.08,S,,
,,0,"1,254",0,0,2,14.36,N,13.95,H,14.48,H,1 DEC 25,669,.07,U,.07,W,0,"1,650",0,0,1,.08,M,,
,,0,"2,211",0,0,1,12.66,D,12.97,H,13.38,I,1 DEC 25,670,.08,U,.09,W,0,"7,525",0,0,17,.09,C,,
,,0,"1,310",0,0,25,11.83,X,12.01,M,12.28,C,1 DEC 25,671,.10,J,.11,I,0,"1,365",0,0,5,.11,A,,
,,0,"1,648",0,0,1,11.57,A,11.04,E,11.32,X,1 DEC 25,672,.11,I,.12,W,0,"2,154",0,0,2,.13,M,,
,,0,815,0,0,1,10.69,M,10.06,M,10.31,H,1 DEC 25,673,.14,I,.15,W,0,"2,092",0,0,2,.15,E,,
,,0,"1,193",0,0,12,9.19,M,9.09,M,9.31,H,1 DEC 25,674,.17,I,.19,I,0,"2,885",0,0,1,.19,C,,
,,0,"3,102",0,0,1,8.33,W,8.14,H,8.34,D,1 DEC 25,675,.22,H,.23,H,0,"5,277",0,0,1,.22,J,,
,,0,"2,066",0,0,1,7.18,M,7.17,E,7.47,H,1 DEC 25,676,.27,H,.28,H,0,"2,417",0,0,5,.28,M,,
,,0,"2,282",0,0,1,5.83,M,6.42,D,6.55,N,1 DEC 25,677,.34,H,.35,H,0,"1,512",0,0,1,.35,B,,
,,0,"1,857",0,0,1,5.45,N,5.52,N,5.64,W,1 DEC 25,678,.43,D,.45,D,0,"3,326",0,0,4,.43,M,,
,,0,"2,297",0,0,20,4.72,C,4.65,H,4.76,W,1 DEC 25,679,.55,D,.58,I,0,"1,785",0,0,1,.57,A,,
,,0,"5,744",0,0,20,3.88,C,3.81,H,3.93,W,1 DEC 25,680,.70,P,.74,I,0,"3,844",0,0,5,.72,A,,
,,0,"4,431",0,0,1,3.02,C,3.03,H,3.10,D,1 DEC 25,681,.93,P,.96,N,0,"1,746",0,0,1,.94,B,,
,,0,"3,589",0,0,1,2.33,C,2.33,N,2.45,N,1 DEC 25,682,1.22,D,1.25,P,0,"1,178",0,0,2,1.24,M,,
,,0,"2,793",0,0,1,1.76,M,1.74,P,1.78,D,1 DEC 25,683,1.63,H,1.64,I,0,206,0,0,1,1.65,B,,
,,0,"2,218",0,0,19,1.25,I,1.24,D,1.27,I,1 DEC 25,684,2.04,H,2.16,H,0,112,0,0,1,2.10,H,,
,,0,"4,705",0,0,1,.84,W,.82,H,.84,M,1 DEC 25,685,2.63,H,2.75,H,0,"1,231",0,0,3,2.75,D,,
,,0,"3,037",0,0,1,.54,M,.53,D,.56,W,1 DEC 25,686,3.33,N,3.47,W,0,126,0,0,13,3.46,I,,
,,0,"1,870",0,0,1,.34,M,.33,H,.35,H,1 DEC 25,687,4.18,H,4.24,N,0,25,0,0,10,4.34,H,,
,,0,"1,856",0,0,1,.20,I,.20,D,.22,P,1 DEC 25,688,4.88,M,5.33,X,0,10,0,0,25,4.95,C,,
,,0,"1,934",0,0,3,.12,E,.12,W,.13,I,1 DEC 25,689,5.98,B,6.22,H,0,4,0,0,5,6.03,I,,
,,0,"10,493",0,0,10,.08,E,.07,I,.08,I,1 DEC 25,690,6.83,M,7.16,X,0,37,0,0,1,6.66,E,,
,,0,"1,395",0,0,1,.05,A,.05,U,.06,W,1 DEC 25,691,7.00,B,9.70,D,0,0,0,0,1,8.11,A,,
,,0,"2,335",0,0,1,.04,A,.03,I,.04,W,1 DEC 25,692,8.00,B,10.73,D,<empty>,0,0,0,0,0, ,,
,,0,"1,521",0,0,1,.03,A,.02,W,.03,W,1 DEC 25,693,8.22,D,11.73,D,<empty>,2,0,0,0,0, ,,
,,0,421,0,0,2,.02,B,.02,I,.03,W,1 DEC 25,694,9.23,D,12.74,D,<empty>,0,0,0,0,0, ,,
,,0,"5,071",0,0,1,.02,B,.02,W,.03,W,1 DEC 25,695,11.00,B,13.69,D,0,0,0,0,1,12.33,J,,
,,0,"1,386",0,0,10,.02,I,.01,W,.02,W,1 DEC 25,696,11.21,D,14.73,D,<empty>,1,0,0,0,0, ,,
,,0,630,0,0,3,.01,E,.01,W,.02,W,1 DEC 25,697,12.21,D,15.73,D,<empty>,0,0,0,0,0, ,,
,,0,719,0,0,2,.01,C,.01,W,.02,W,1 DEC 25,698,13.23,D,16.74,D,<empty>,1,0,0,0,0, ,,
,,0,360,0,0,6,.01,M,.01,W,.02,W,1 DEC 25,699,14.17,S,17.74,D,<empty>,0,0,0,0,0, ,,
,,0,"6,157",0,0,1,.01,C,.01,W,.02,W,1 DEC 25,700,15.23,D,18.74,D,<empty>,12,0,0,0,0, ,,
,,0,242,0,0,1,.03,D,.01,W,.02,I,1 DEC 25,701,16.22,D,19.73,D,<empty>,0,0,0,0,0, ,,
,,<empty>,118,0,0,0,0, ,.01,W,.02,W,1 DEC 25,702,17.21,D,20.73,D,<empty>,0,0,0,0,0, ,,
,,0,"2,396",0,0,2,.01,M,.01,W,.02,W,1 DEC 25,703,18.21,D,21.73,D,<empty>,0,0,0,0,0, ,,
,,0,187,0,0,10,.02,M,.01,N,.02,I,1 DEC 25,704,19.23,D,22.74,D,<empty>,0,0,0,0,0, ,,
,,0,708,0,0,4,.01,W,.01,N,.02,W,1 DEC 25,705,20.17,S,23.74,D,0,0,0,0,4,24.86,M,,
,,0,608,0,0,30,.01,B,.01,H,.02,W,1 DEC 25,706,21.21,D,24.73,D,<empty>,0,0,0,0,0, ,,
,,0,"1,333",0,0,2,.01,J,.01,I,.02,I,1 DEC 25,707,22.23,D,25.69,D,<empty>,0,0,0,0,0, ,,
,,0,"1,599",0,0,1,.02,U,.01,I,.02,W,1 DEC 25,708,23.22,D,26.73,D,<empty>,0,0,0,0,0, ,,
,,0,843,0,0,1,.02,U,0,I,.01,D,1 DEC 25,709,24.23,D,27.74,D,<empty>,0,0,0,0,0, ,,
,,0,751,0,0,1,.01,N,0,B,.01,H,1 DEC 25,710,25.21,D,28.69,D,<empty>,0,0,0,0,0, ,,
,,0,308,0,0,95,.01,I,0,I,.01,P,1 DEC 25,715,30.22,B,33.69,D,<empty>,0,0,0,0,0, ,,
,,<empty>,36,0,0,0,0, ,0,Q,.01,N,1 DEC 25,720,35.22,B,38.75,C,<empty>,0,0,0,0,0, ,,
,,0,100,0,0,1,.04,A,0,Q,.01,I,1 DEC 25,725,40.22,B,43.75,C,<empty>,0,0,0,0,0, ,,
,,0,334,0,0,1,.01,B,0,J,.01,I,1 DEC 25,730,45.21,D,48.69,D,0,0,0,0,2,61.72,C,,
,,0,455,0,0,50,.01,E,0,J,.01,I,1 DEC 25,735,50.21,D,53.69,D,<empty>,0,0,0,0,0, ,,
,,0,402,0,0,94,.02,M,0,U,.01,I,1 DEC 25,740,55.21,D,58.73,D,<empty>,0,0,0,0,0, ,,
,,0,424,0,0,19,.01,I,0,A,.01,H,1 DEC 25,745,60.23,D,63.74,D,<empty>,0,0,0,0,0, ,,
,,0,576,0,0,52,.01,E,0,D,.01,P,1 DEC 25,750,65.21,D,68.73,D,<empty>,0,0,0,0,0, ,,
,,<empty>,459,0,0,0,0, ,0,J,.01,X,1 DEC 25,755,70.21,D,73.73,D,<empty>,0,0,0,0,0, ,,
,,<empty>,317,0,0,0,0, ,0,J,.01,P,1 DEC 25,760,75.21,D,78.69,D,<empty>,0,0,0,0,0, ,,
,,<empty>,574,0,0,0,0, ,0,J,.01,P,1 DEC 25,765,80.17,S,83.75,C,<empty>,0,0,0,0,0, ,,
,,<empty>,198,0,0,0,0, ,0,J,.01,P,1 DEC 25,770,85.21,D,88.73,D,<empty>,0,0,0,0,0, ,,
,,<empty>,192,0,0,0,0, ,0,J,.01,P,1 DEC 25,775,90.22,B,93.69,D,<empty>,0,0,0,0,0, ,,
,,0,294,0,0,1,.01,S,0,N,.01,I,1 DEC 25,780,95.22,B,98.75,C,<empty>,0,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,0,M,.01,P,1 DEC 25,785,100.21,D,103.73,D,<empty>,0,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,0,M,.01,P,1 DEC 25,790,105.22,B,108.69,D,<empty>,0,0,0,0,0, ,,
,,0,572,0,0,1,.01,M,0,U,.01,M,1 DEC 25,795,110.21,D,113.69,D,<empty>,0,0,0,0,0, ,,
,,<empty>,2,0,0,0,0, ,0, ,.01,M,1 DEC 25,800,115.21,D,118.69,D,<empty>,0,0,0,0,0, ,,

2 DEC 25  (1)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,<empty>,1,0,0,0,0, ,181.39,D,184.90,D,2 DEC 25,500,0,T,.01,P,0,314,0,0,7,.02,A,,
,,<empty>,0,0,0,0,0, ,176.38,D,179.89,D,2 DEC 25,505,0,E,.01,P,0,348,0,0,1,.03,T,,
,,<empty>,0,0,0,0,0, ,171.38,D,174.89,D,2 DEC 25,510,0,E,.01,I,<empty>,133,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,166.38,D,169.89,D,2 DEC 25,515,0,E,.01,I,0,35,0,0,5,.05,E,,
,,<empty>,0,0,0,0,0, ,161.38,D,164.89,D,2 DEC 25,520,0,M,.01,P,0,128,0,0,5,.05,A,,
,,<empty>,0,0,0,0,0, ,156.44,D,159.91,D,2 DEC 25,525,0,E,.01,I,0,835,0,0,8,.01,A,,
,,<empty>,0,0,0,0,0, ,151.40,D,154.91,D,2 DEC 25,530,0,U,.01,P,0,174,0,0,8,.01,A,,
,,<empty>,0,0,0,0,0, ,146.39,D,149.90,D,2 DEC 25,535,0,C,.01,I,0,"1,044",0,0,10,.01,B,,
,,<empty>,0,0,0,0,0, ,141.40,D,144.91,D,2 DEC 25,540,0,X,.01,W,<empty>,155,0,0,0,0, ,,
,,<empty>,0,0,0,0,0, ,136.40,D,139.92,D,2 DEC 25,545,0,N,.01,I,0,59,0,0,10,.01,I,,
,,<empty>,0,0,0,0,0, ,131.40,D,134.91,D,2 DEC 25,550,0,X,.01,I,0,570,0,0,1,.05,D,,
,,<empty>,0,0,0,0,0, ,126.45,D,129.88,D,2 DEC 25,555,0,Q,.01,I,0,692,0,0,1,.01,A,,
,,<empty>,0,0,0,0,0, ,121.41,D,124.92,D,2 DEC 25,560,0,N,.01,I,<empty>,685,0,0,0,0, ,,
,,<empty>,4,0,0,0,0, ,116.45,D,119.96,D,2 DEC 25,565,0,T,.01,I,0,185,0,0,1,.01,A,,
,,<empty>,3,0,0,0,0, ,111.41,D,114.92,D,2 DEC 25,570,0,A,.01,I,0,297,0,0,1,.02,A,,
,,<empty>,0,0,0,0,0, ,106.41,B,109.97,S,2 DEC 25,575,0,P,.01,I,0,300,0,0,1,.01,A,,
,,<empty>,0,0,0,0,0, ,101.46,D,104.93,D,2 DEC 25,580,0,J,.01,P,0,249,0,0,10,.02,E,,
,,<empty>,5,0,0,0,0, ,96.46,D,99.93,D,2 DEC 25,585,0,T,.01,H,0,248,0,0,1,.01,A,,
,,<empty>,0,0,0,0,0, ,91.41,D,94.92,D,2 DEC 25,590,0,P,.01,H,0,727,0,0,1,.02,A,,
,,<empty>,8,0,0,0,0, ,86.41,D,89.92,D,2 DEC 25,595,.01,W,.02,W,0,"1,662",0,0,10,.01,B,,
,,0,7,0,0,1,63.25,E,81.47,D,84.98,S,2 DEC 25,600,.01,N,.02,W,0,934,0,0,1,.04,B,,
,,<empty>,0,0,0,0,0, ,76.42,D,79.93,D,2 DEC 25,605,.01,W,.02,W,0,"1,609",0,0,1,.09,I,,
,,<empty>,0,0,0,0,0, ,71.47,D,74.98,D,2 DEC 25,610,.01,I,.02,W,0,"3,095",0,0,1,.01,B,,
,,<empty>,9,0,0,0,0, ,66.48,D,69.95,D,2 DEC 25,615,.01,W,.02,W,0,907,0,0,5,.08,D,,
,,<empty>,4,0,0,0,0, ,61.43,D,64.94,D,2 DEC 25,620,.01,W,.02,U,0,"1,144",0,0,10,.02,I,,
,,<empty>,5,0,0,0,0, ,56.42,D,60.00,S,2 DEC 25,625,.02,W,.03,W,0,901,0,0,1,.50,M,,
,,0,4,0,0,4,45.84,B,55.42,D,59.00,S,2 DEC 25,626,.02,U,.03,W,0,510,0,0,99,.04,W,,
,,<empty>,1,0,0,0,0, ,54.48,D,57.96,D,2 DEC 25,627,.02,W,.03,W,0,"1,483",0,0,6,.02,C,,
,,<empty>,4,0,0,0,0, ,53.45,D,56.96,D,2 DEC 25,628,.02,W,.03,W,0,636,0,0,3,.17,A,,
,,<empty>,0,0,0,0,0, ,52.41,C,56.00,S,2 DEC 25,629,.02,W,.03,W,0,735,0,0,47,.58,E,,
,,<empty>,4,0,0,0,0, ,51.49,D,54.96,D,2 DEC 25,630,.02,W,.03,W,0,805,0,0,1,.04,J,,
,,<empty>,4,0,0,0,0, ,50.49,D,53.96,D,2 DEC 25,631,.02,W,.03,W,0,414,0,0,3,.53,A,,
,,<empty>,4,0,0,0,0, ,49.44,D,52.95,D,2 DEC 25,632,.02,W,.03,I,0,437,0,0,1,.19,A,,
,,<empty>,0,0,0,0,0, ,48.43,D,52.00,S,2 DEC 25,633,.02,W,.03,W,0,184,0,0,1,.10,S,,
,,<empty>,2,0,0,0,0, ,47.49,D,51.00,D,2 DEC 25,634,.02,W,.03,W,0,262,0,0,1,.27,I,,
,,<empty>,18,0,0,0,0, ,46.45,D,49.96,D,2 DEC 25,635,.02,W,.03,W,0,"1,109",0,0,1,.03,A,,
,,<empty>,21,0,0,0,0, ,45.45,D,48.96,D,2 DEC 25,636,.02,W,.03,N,0,"2,315",0,0,1,.27,A,,
,,<empty>,8,0,0,0,0, ,44.44,D,47.95,D,2 DEC 25,637,.02,W,.03,N,0,193,0,0,1,.03,A,,
,,<empty>,21,0,0,0,0, ,43.49,D,46.96,D,2 DEC 25,638,.03,U,.04,W,0,144,0,0,1,.03,W,,
,,<empty>,7,0,0,0,0, ,42.44,D,45.95,D,2 DEC 25,639,.03,U,.04,W,0,311,0,0,1,.04,X,,
,,<empty>,14,0,0,0,0, ,41.50,D,45.01,S,2 DEC 25,640,.03,I,.04,W,0,"3,412",0,0,1,.06,I,,
,,<empty>,17,0,0,0,0, ,40.46,D,43.97,D,2 DEC 25,641,.03,N,.04,W,0,755,0,0,10,.14,A,,
,,<empty>,17,0,0,0,0, ,39.46,D,42.97,D,2 DEC 25,642,.03,I,.04,W,0,599,0,0,1,.05,S,,
,,0,51,0,0,1,19.54,N,38.45,D,41.96,D,2 DEC 25,643,.03,W,.04,W,0,604,0,0,2,.11,P,,
,,<empty>,13,0,0,0,0, ,37.45,D,40.96,D,2 DEC 25,644,.03,W,.04,I,0,280,0,0,5,.18,N,,
,,0,26,0,0,1,15.96,E,36.50,D,40.01,D,2 DEC 25,645,.03,W,.04,W,0,"4,937",0,0,1,.08,C,,
,,<empty>,17,0,0,0,0, ,35.45,D,38.96,D,2 DEC 25,646,.03,W,.04,W,0,997,0,0,1,.05,A,,
,,<empty>,85,0,0,0,0, ,34.46,D,37.97,D,2 DEC 25,647,.03,W,.04,W,0,667,0,0,1,.17,B,,
,,<empty>,68,0,0,0,0, ,33.47,D,36.98,D,2 DEC 25,648,.04,U,.05,W,0,571,0,0,1,.06,C,,
,,<empty>,43,0,0,0,0, ,32.47,D,35.98,D,2 DEC 25,649,.04,U,.05,I,0,588,0,0,1,.05,A,,
,,0,149,0,0,2,31.11,W,32.94,X,33.93,X,2 DEC 25,650,.04,W,.05,I,0,"5,665",0,0,10,.04,I,,
,,0,36,0,0,22,15.63,H,30.47,D,33.90,D,2 DEC 25,651,.04,W,.05,I,0,678,0,0,1,.06,A,,
,,<empty>,145,0,0,0,0, ,31.01,X,31.97,X,2 DEC 25,652,.04,W,.05,W,0,790,0,0,6,.16,A,,
,,0,217,0,0,2,10.49,C,29.95,X,30.94,X,2 DEC 25,653,.04,W,.05,W,0,364,0,0,99,.05,I,,
,,0,103,0,0,1,22.49,E,28.96,X,29.52,X,2 DEC 25,654,.05,W,.06,I,0,610,0,0,2,.05,A,,
,,0,215,0,0,1,21.11,A,27.98,X,28.98,X,2 DEC 25,655,.05,N,.06,W,0,868,0,0,10,.10,E,,
,,0,288,0,0,3,10.90,S,26.99,X,27.96,X,2 DEC 25,656,.05,W,.06,N,0,378,0,0,5,.07,A,,
,,0,175,0,0,1,26.00,I,25.98,X,26.40,X,2 DEC 25,657,.06,H,.07,W,0,534,0,0,17,.10,B,,
,,0,257,0,0,2,17.97,J,24.96,X,25.53,X,2 DEC 25,658,.06,W,.07,I,0,684,0,0,1,.75,A,,
,,0,147,0,0,1,9.68,S,23.99,X,24.51,X,2 DEC 25,659,.07,H,.08,I,0,903,0,0,2,.15,B,,
,,0,625,0,0,1,23.61,N,23.00,D,23.31,D,2 DEC 25,660,.07,I,.08,U,0,"6,725",0,0,3,.08,T,,
,,0,336,0,0,1,11.79,Z,21.99,D,22.36,D,2 DEC 25,661,.08,I,.09,I,0,838,0,0,9,.08,E,,
